,inducted
3552,N
3024,N
1060,N
2728,N
2649,N
3067,N
8481,N
6447,N
6548,N
4445,N
4947,N
8080,N
873,N
7132,N
5868,N
4522,N
4031,N
3515,Y
4803,N
5355,Y
4966,N
6303,N
7797,Y
8314,N
1848,N
7242,N
6634,N
7887,Y
492,N
6654,N
3264,Y
6329,N
4425,N
1326,N
8264,N
1681,N
4154,N
7723,Y
2309,Y
4641,N
6273,N
8708,N
5508,N
8093,N
1475,N
8779,N
7245,N
4350,Y
4320,Y
7511,N
7033,N
895,N
3955,N
3791,N
2826,N
1517,N
7542,Y
8761,N
4009,N
4162,N
4458,N
737,N
1294,N
1363,N
2743,Y
3395,N
2937,N
9003,N
7866,N
4325,N
8265,N
8812,N
7438,Y
4833,N
6261,N
3669,N
6587,N
8145,N
1557,N
5624,N
712,N
5945,Y
4655,N
2440,N
304,N
130,Y
8786,N
3898,N
3775,N
7282,N
2578,N
5358,N
3773,N
1127,N
620,N
8937,Y
1838,N
1620,Y
2066,Y
6562,Y
8471,N
7152,N
5072,N
4811,N
8070,N
4285,Y
1176,N
4931,N
4155,N
3650,Y
1468,N
4201,Y
2970,N
4397,N
5361,N
5220,N
6327,N
4100,N
610,N
3603,N
5838,N
1765,N
7071,Y
1177,N
1769,N
7005,N
985,N
3781,N
3562,N
8853,Y
8432,Y
6251,Y
5846,N
8098,N
1934,N
889,N
7891,N
1091,Y
4059,N
5336,Y
1274,Y
8836,N
6564,N
7736,N
263,N
7024,Y
7016,N
3814,N
583,N
7439,N
5942,N
6892,N
1354,N
9159,N
6044,N
4650,N
8288,N
1028,N
5757,N
5100,N
8870,Y
2042,N
7204,Y
4,N
4758,N
3096,N
7051,N
7557,N
903,N
7041,N
5849,N
1276,Y
952,Y
7101,Y
3919,N
6557,N
5656,N
6234,N
3008,N
5211,N
3276,N
1719,N
9160,N
1098,N
1180,N
809,N
7256,N
2377,N
5702,N
6455,N
7819,N
3588,N
2957,N
5883,N
5239,Y
6784,N
2028,Y
2818,N
7362,N
1293,N
5626,N
200,N
7955,N
8621,N
741,N
6724,N
4570,N
287,Y
2020,N
363,N
4572,N
8318,N
8965,N
8789,N
6030,N
2366,N
4863,N
8676,N
7117,N
4022,Y
8601,N
7366,N
275,N
5864,N
5689,N
8366,N
8925,N
5193,N
3585,N
5124,Y
114,N
4895,Y
3358,Y
4676,N
361,Y
4381,N
1916,Y
366,Y
4420,N
3640,N
4877,N
8809,N
