,inducted
2812,N
8224,N
4023,N
4247,N
5434,N
3165,Y
1795,N
8853,Y
3748,N
1922,N
4037,N
7179,N
8870,Y
3178,N
4676,N
4173,N
5625,N
2912,N
3650,Y
1607,N
5173,N
5780,N
3106,N
7504,N
5939,N
3384,N
6617,N
2066,Y
5783,N
7216,N
3676,N
2667,Y
6130,N
3486,N
2079,N
2710,N
1568,N
4356,N
2568,N
4943,N
1179,N
4041,N
361,Y
2679,N
4542,N
4554,N
1258,N
5464,N
5970,N
8738,Y
7242,N
3245,N
8147,N
344,N
23,N
6372,N
8710,N
4783,N
524,Y
1406,N
2636,Y
8527,N
4420,N
5536,N
3696,N
4758,N
2013,N
3773,N
6525,N
618,N
4763,N
7191,N
5039,N
7891,N
3429,N
3290,N
6892,N
762,Y
4553,N
4158,N
6263,N
3990,N
162,N
8118,N
4383,N
1998,Y
4458,N
2575,N
1696,N
8939,N
193,N
4184,N
6933,N
4059,N
2432,N
3719,N
8035,N
4999,N
5674,N
5270,N
1041,N
200,N
7282,N
5613,N
1548,Y
7875,N
2957,N
2350,N
1035,N
7678,N
9027,Y
8012,N
1276,Y
5693,N
8556,N
8398,N
1623,N
7226,N
9163,Y
4321,N
7516,N
5166,N
8756,N
8728,N
4042,N
2450,N
2671,N
307,N
8759,N
9124,N
3510,N
797,N
8619,N
1149,N
4196,N
8314,N
5611,N
8371,N
8448,N
4534,N
5313,N
5598,N
8357,N
1838,N
796,N
3494,N
7318,Y
3754,N
6304,N
1039,N
1590,N
2254,N
2518,Y
8544,N
8568,N
3127,N
4750,N
6010,N
2972,N
1336,N
7058,Y
3105,N
2900,N
6410,N
9011,N
4482,N
3552,N
8690,N
2579,N
879,N
829,N
2515,N
3939,N
5845,N
4288,N
1905,N
2829,N
8529,N
6328,N
3284,N
4009,N
8650,N
6874,N
312,Y
759,N
6466,N
8878,N
7766,N
1509,N
3907,N
4764,N
4261,N
8726,N
4827,N
6665,N
6327,N
8248,N
4793,N
5530,N
2926,N
422,N
4096,N
3369,N
7173,N
6264,N
4074,N
8911,N
7438,Y
123,N
4154,N
2158,Y
994,N
1558,N
688,N
