,inducted
6204,N
618,N
7481,N
175,N
839,N
919,Y
2948,Y
1916,Y
741,N
7145,N
2945,N
2994,N
5536,N
8376,N
6098,N
332,Y
4827,N
4705,N
4923,N
1359,N
5124,Y
5358,N
8267,N
1963,N
3231,N
9027,Y
6202,N
5342,N
6894,N
1915,N
7992,N
7426,N
3987,N
4456,Y
1035,N
5949,N
6819,N
2241,N
574,Y
5576,N
6486,Y
3306,N
4669,N
4211,N
579,N
4174,N
7041,N
3121,N
3229,Y
8515,N
7559,N
9039,N
5355,Y
8871,N
1409,N
7944,N
3247,N
6452,N
3559,N
6852,N
4138,N
8718,N
4270,N
8074,N
2016,N
8362,Y
1704,N
212,Y
4275,N
4597,N
7032,N
6947,N
3555,N
8868,N
4668,N
3958,N
8289,N
3127,N
8250,N
4261,N
667,Y
3921,N
1370,N
4236,N
6967,N
1805,Y
4216,N
5670,N
1302,N
585,N
7001,Y
4160,N
1441,N
6794,N
1623,N
2079,N
6882,N
6960,N
567,N
2106,N
1255,N
2199,Y
6177,N
3624,Y
3990,N
7871,N
3406,Y
2745,N
3050,N
1258,N
5508,N
6239,N
3627,N
2068,N
1568,N
7033,N
2127,N
3999,N
660,N
3037,N
8976,Y
4229,N
6041,N
9193,N
8324,N
1481,N
4422,Y
4988,N
8846,N
6990,N
2285,N
6993,N
7695,N
1320,Y
1219,N
8608,N
2846,N
6085,N
1306,N
3384,N
6713,N
5082,N
6595,N
1098,N
1788,N
4285,Y
7411,N
6803,N
6864,N
7115,N
3202,N
2308,N
3774,N
2550,N
435,N
4838,Y
1271,N
8235,N
5780,N
4381,N
3048,N
4768,N
2309,Y
3408,N
1414,Y
3264,Y
8258,N
3494,N
2384,N
2253,N
9003,N
3471,N
8445,N
2495,N
4130,N
8418,N
6895,N
3165,Y
9121,Y
2414,N
5719,N
2158,Y
3326,N
5695,Y
1419,N
5627,N
7458,N
9105,N
1330,N
5380,N
645,N
7950,N
9117,N
7595,N
8732,N
7015,N
7802,N
3905,N
1872,N
2926,N
9125,N
7736,N
2670,N
2815,N
3222,N
3727,N
263,N
6812,N
4713,N
1340,N
4107,Y
7774,N
5496,N
1795,N
5793,N
8924,N
2143,N
5477,N
2485,N
1276,Y
91,N
9167,Y
610,N
1279,N
