,inducted
1790,N
4518,N
6929,N
7699,N
5967,N
8365,N
3515,Y
7555,N
7221,N
5377,N
7406,N
6878,N
1203,N
7289,N
6215,N
3241,N
2425,N
6643,N
1745,N
7004,N
4808,N
2770,N
80,N
8812,N
3387,N
4025,N
308,N
1477,N
8930,N
4320,Y
7906,N
8313,N
3680,N
8747,N
2448,N
3212,N
3228,N
9041,N
5363,N
5719,N
6930,N
235,N
1168,N
4270,N
6511,N
471,N
3257,N
8918,N
4506,N
7572,N
8775,N
8244,N
4641,N
9039,N
6289,N
1929,N
5775,N
2414,N
7316,N
866,N
1876,N
3546,N
5853,N
5265,N
2807,N
6185,N
1610,N
4567,N
7203,N
2916,N
3412,N
6584,N
5313,N
577,N
7894,N
1778,N
5949,N
5386,N
3498,N
8721,N
9116,N
8727,N
1629,N
8445,N
1877,N
5402,N
8645,N
4209,N
315,N
1288,N
9178,N
3367,N
4986,N
5095,N
5146,N
8720,N
2083,N
318,N
4538,N
576,N
3911,N
452,N
7045,N
2497,N
8929,N
8320,N
2729,N
2429,N
7909,N
8193,N
9005,Y
1986,N
1650,N
7794,N
4587,N
2080,N
2393,N
5411,N
4883,N
3895,N
139,N
3351,N
3221,N
7645,N
1116,N
6122,N
7310,N
9192,N
8328,N
3854,N
5580,N
2865,N
7444,N
1412,N
6534,N
3164,N
5785,N
1944,N
5883,N
8290,N
6972,N
3726,N
4293,N
5815,N
7774,N
1193,N
4738,N
7223,N
2488,N
6432,N
5358,N
5352,N
2582,N
6887,N
1834,N
2862,N
5205,N
7917,N
4887,N
88,N
8866,N
41,N
3132,N
2664,N
2850,N
1508,N
2453,N
7348,N
5378,N
4221,N
1548,Y
6075,N
615,N
8922,N
3985,N
6119,N
1520,N
7147,N
9115,N
7742,N
3841,N
2911,N
4794,N
1600,N
2667,Y
658,N
1595,N
7527,N
5666,N
4464,N
9165,N
6717,N
5412,N
3547,N
1178,N
142,N
5193,N
7352,Y
177,N
2629,N
2668,N
3587,N
910,N
8138,N
898,N
6701,N
8189,N
7970,N
1637,N
3441,N
1732,N
2317,N
404,N
4228,N
4728,N
2513,N
4515,N
1922,N
4477,N
72,N
1280,N
746,N
8872,N
6043,N
7044,N
5874,N
3957,N
6067,N
6809,N
1657,N
8077,N
2334,N
1957,N
5544,N
7670,N
3738,N
188,N
8285,N
5585,N
3628,N
3183,N
6270,N
8156,N
7372,N
1063,N
748,N
1620,Y
5369,N
3877,N
4625,N
2055,N
8612,N
19,N
5148,N
8262,N
627,Y
7839,N
1941,N
7752,N
7506,N
1529,N
2688,N
5266,N
3494,N
2050,N
7751,N
7462,N
9029,N
7317,N
8897,N
1573,N
765,N
1031,N
9175,N
4282,N
8510,N
3028,N
254,N
368,N
5491,N
121,N
8069,N
513,N
9150,N
2323,N
4532,N
4356,N
1716,N
3201,N
3113,N
8037,N
1038,N
5243,N
1272,N
355,N
2169,N
7461,N
1943,N
1395,N
8841,N
2899,N
7231,N
534,N
5517,N
3265,N
6623,N
8016,N
1884,N
4740,N
6363,N
8763,N
7614,N
5385,N
2948,Y
6305,N
6843,N
8979,N
6449,N
6040,N
5964,N
3555,N
8591,N
4521,N
5180,N
5989,N
2348,N
5267,N
3818,N
8380,N
7226,N
2518,Y
4757,N
2027,N
1262,N
4546,N
7234,N
957,N
3668,N
9088,N
5591,N
2934,N
3090,N
5630,N
5506,N
6842,N
6464,N
3510,N
8877,N
7805,N
8604,N
6904,N
2529,N
1908,N
8809,N
3218,N
5216,N
6053,N
3007,N
8664,N
245,N
1248,N
8655,N
3887,N
3615,N
8033,N
3470,N
2963,N
5244,N
1296,N
2605,N
3237,N
1049,N
1475,N
7257,N
5592,N
7200,N
5472,N
7306,N
2929,N
101,N
4656,N
6494,N
1201,N
5929,N
8213,N
3591,N
1071,N
6723,N
7136,N
7638,N
5035,N
5383,N
514,N
8135,N
5593,N
1267,N
1593,N
3060,N
5918,N
8945,N
144,N
4594,N
8321,N
5097,N
7293,N
6908,N
8486,N
8583,N
1706,N
7878,N
7328,N
9085,N
8493,N
2333,N
5677,N
8905,N
3682,N
14,N
8834,N
2121,N
1729,N
1874,N
4028,N
5552,N
2610,N
3325,N
6332,N
3558,N
2436,N
1576,Y
1003,N
8625,N
8803,N
5128,N
128,N
6057,N
940,N
5242,N
6761,N
2183,Y
1644,N
1089,N
7050,N
6018,N
7554,N
8725,N
6662,N
8496,N
8018,N
7532,N
4864,N
8122,N
8202,N
4297,N
432,N
5792,N
2754,N
6068,N
561,N
1115,N
6572,N
8925,N
5695,Y
5488,N
1206,N
7760,N
2431,N
1151,N
7833,N
9070,N
7118,N
3953,N
2805,N
6099,N
5988,N
2703,N
3471,N
5914,N
4520,N
2739,N
7318,Y
1046,N
850,N
4596,N
8296,N
8517,N
1143,N
65,N
457,N
956,N
8459,N
4996,N
6894,N
3584,N
8526,N
4783,N
5524,N
7940,N
2031,N
8633,N
3665,N
6765,N
3705,N
2758,N
2344,N
4274,N
8254,N
6825,N
1257,N
5768,N
990,N
4128,N
2261,N
337,N
5299,N
1158,N
6476,N
2604,N
3085,N
3821,N
7757,N
9060,N
3023,N
5185,N
1228,N
7713,N
8548,N
5795,N
8910,N
4125,N
862,N
3694,N
4769,N
6674,N
2715,N
9152,N
6331,N
4037,N
6377,N
6309,N
4029,N
5432,N
1470,N
1584,N
8570,N
4636,N
7435,N
1820,N
1789,N
2095,N
7601,N
8750,N
2746,N
1200,N
4816,N
5140,N
7022,N
8478,N
1869,N
1916,Y
5520,N
2247,N
3050,N
4812,N
5820,N
1096,N
1056,N
2721,N
2606,N
3746,N
435,N
7982,N
5587,N
1857,N
2712,N
5187,N
2593,N
8864,N
5965,N
540,N
8282,N
6870,N
1538,N
1774,N
3611,N
2474,N
7141,N
1220,N
8670,N
2714,N
6839,N
508,N
6175,N
3264,Y
2024,N
4642,N
5789,N
6189,N
6990,N
486,N
1513,N
8326,N
1261,N
4628,N
4051,Y
4601,N
5800,N
5273,N
4886,N
6564,N
7789,N
6897,N
7177,N
6116,N
9107,N
6474,N
5016,N
1952,N
3126,N
1329,N
3108,N
5202,N
6257,N
8819,N
5519,N
6281,N
6409,N
370,N
3304,N
1417,N
5978,N
3924,N
2520,Y
7273,N
1124,N
927,N
4017,N
225,N
7726,N
6064,N
769,N
8378,N
1709,N
4800,N
474,N
7222,N
1306,N
9199,N
4799,N
5459,N
2923,N
2875,N
976,N
7632,N
900,N
2724,N
6548,N
4265,N
4124,N
7320,N
5134,N
8061,N
7068,N
834,N
6291,N
4491,N
4229,N
3391,N
3397,N
5407,N
6991,N
7008,N
3081,N
5802,N
4850,N
9091,N
5066,N
8386,N
7604,N
891,N
2663,N
8784,N
6575,N
858,N
8242,N
6399,N
5692,N
9125,N
789,N
7356,N
7157,N
1170,N
9104,N
1611,N
6651,N
7723,Y
843,N
7249,N
8884,N
3950,N
1308,N
3374,N
6661,N
918,N
4841,N
2266,N
6532,N
1962,N
1302,N
8324,N
2796,N
6900,N
12,N
6515,N
2058,N
1429,N
4143,N
3258,N
2673,N
988,N
1887,N
1581,N
764,N
8027,N
4717,N
1314,N
6681,N
2017,N
4926,N
4236,N
8060,N
279,N
3273,N
8316,Y
2226,N
122,N
1184,N
5500,N
574,Y
1802,N
787,N
9183,N
6636,N
4969,N
3448,N
4580,N
1619,N
944,N
4469,N
391,N
5935,N
6877,N
5130,N
3609,N
2251,N
8491,N
2853,N
6245,N
5227,N
9036,N
2402,N
7649,N
758,N
1955,N
1348,N
8870,Y
4047,N
3962,N
1571,N
8465,N
8644,N
9110,N
3890,N
639,N
5124,Y
1768,N
7573,N
7357,N
1004,N
5142,N
23,N
5085,N
2020,N
2358,N
4809,N
1426,N
6492,N
298,N
8286,N
2338,N
336,N
3894,N
1379,N
7890,N
5832,N
9067,N
6956,N
8113,N
6135,N
8342,N
7549,N
7345,N
2977,N
4713,N
9074,N
8989,N
8564,N
7102,N
1153,N
8845,N
6495,N
2267,N
8070,N
2411,N
3559,N
1432,N
4355,N
4785,N
7671,Y
6934,N
2615,N
8974,N
7106,N
6389,N
6025,N
4405,N
5493,N
3933,N
8311,N
7452,N
1054,N
6184,N
3491,N
5248,N
2443,N
1866,N
3960,N
8011,N
1077,N
7828,Y
150,N
2129,N
9176,N
2945,N
8806,N
3439,N
168,N
1793,N
7964,N
5683,N
8054,N
1183,N
2272,N
6641,N
8425,Y
8707,N
1811,N
1059,N
6346,N
4530,N
4406,N
2479,N
6196,N
7002,N
4874,N
6475,N
6450,N
7134,N
1122,N
8513,N
2145,N
7976,N
2198,N
8800,N
5481,N
6899,N
8666,N
6086,N
628,N
2837,N
7669,N
1624,Y
5044,N
8730,Y
2265,N
8628,N
660,N
7277,N
2598,N
3157,N
8231,N
1276,Y
1219,N
1279,N
4839,N
3329,N
1136,N
7417,N
1599,N
4305,N
4035,N
6361,N
2781,N
4859,N
6586,N
3849,N
5936,N
3229,Y
5157,N
963,N
7019,N
7954,N
4062,N
8170,N
6756,N
6975,N
8550,N
103,N
5135,Y
8518,N
2698,N
373,N
4574,N
7150,N
2887,N
4311,N
4392,N
7001,Y
6294,Y
4465,N
8330,N
6964,N
5499,N
253,N
7929,N
5610,N
505,N
4107,Y
7696,N
4612,Y
9136,N
2749,N
7266,N
2795,N
8556,N
1451,N
7783,N
3140,N
6426,N
5452,N
310,N
7283,N
9121,Y
1264,N
6045,N
1186,N
3035,N
4553,N
4723,N
7365,N
8674,N
1647,N
4332,N
6060,N
4088,N
5151,N
7877,N
1681,N
4398,N
7809,N
479,N
873,N
1920,N
4018,N
3748,N
249,N
7893,N
5252,N
1455,N
7511,N
6012,N
7650,N
815,N
1501,N
8567,N
2374,N
2243,N
4676,N
7547,N
607,N
9144,N
8946,N
6871,N
4955,N
5292,N
5588,N
302,N
4747,N
1875,N
4239,N
9025,N
7989,N
470,N
2527,N
1396,Y
5994,N
3252,N
3867,N
1015,N
6134,N
6169,N
8426,N
3418,N
8115,N
2232,N
6351,N
434,N
437,N
3972,N
3248,N
3247,N
1163,N
6401,N
6321,N
3354,N
5774,N
5149,N
6773,N
2755,N
4776,N
784,N
9126,N
1374,N
3741,N
7111,N
2150,N
5161,N
2112,N
6330,N
8462,N
2016,N
931,N
7443,Y
330,N
8597,N
2424,N
6973,N
4492,N
2635,N
1499,N
6683,N
6614,N
7772,N
4108,N
2834,N
3071,N
8117,N
260,N
6782,N
7400,N
134,N
7248,N
3919,N
1144,N
8087,N
2099,N
8695,N
4647,N
5256,N
5297,Y
4811,N
4218,N
959,N
1485,N
6027,N
6261,N
4804,N
1525,N
17,N
7048,N
7059,N
3844,N
3549,N
6732,N
7678,N
8153,N
5579,N
2813,N
8212,N
6610,N
2870,N
3880,N
5502,N
7275,N
8755,N
5371,N
4087,N
8348,N
3308,N
966,N
7161,N
2532,N
1664,N
9133,N
2839,N
1972,N
4611,N
1937,N
5546,N
6550,N
3975,N
7211,N
8431,N
7224,N
8611,N
6031,N
6846,N
2450,N
6918,N
6354,N
6039,N
1106,N
4688,N
4381,N
1773,N
1090,N
9114,N
5558,N
8204,N
2803,N
3999,N
2042,N
7387,N
7709,N
8201,N
195,N
2947,N
3185,N
6611,N
2990,N
4244,N
4378,N
8051,N
4696,N
2281,N
6861,Y
6293,N
4771,N
8588,N
2691,N
8991,N
6925,N
6892,N
2534,N
1754,N
4999,N
4327,N
3642,N
390,N
960,N
5836,N
7727,N
5846,N
2895,N
212,Y
7016,N
5156,N
1214,N
4897,N
265,N
4306,N
1880,N
2337,N
7015,N
8173,N
7830,N
4778,N
402,N
4846,N
323,N
5012,N
7770,N
2590,N
2498,N
6479,N
6726,N
6201,N
8607,N
3901,N
3344,N
6191,N
2011,N
3761,N
1723,N
6712,N
2427,N
5911,N
7619,N
5257,N
7592,N
2181,N
6403,N
2509,N
5970,N
7108,N
4442,N
7250,Y
3674,N
7133,N
2893,N
5501,N
2252,N
8304,N
5969,N
2361,N
3845,N
1855,N
5152,N
6204,N
6253,N
6022,N
193,N
1048,N
9174,N
2382,N
3202,N
7453,N
7126,N
8001,N
8811,N
7290,N
1835,N
716,N
3980,N
8238,N
9052,N
5842,N
8451,N
6682,N
82,N
7263,N
3912,N
7653,N
8900,N
3837,N
3806,N
130,Y
1758,N
1225,N
4736,N
1761,N
951,N
2259,N
8759,N
8796,N
879,N
9140,N
5835,N
1990,N
6766,N
833,N
7382,N
5269,N
5072,N
5614,N
9145,N
11,N
6635,N
4421,N
4048,N
2836,N
5007,N
6387,N
609,N
8506,N
3825,N
6718,N
6669,N
4105,N
4756,N
3373,N
2766,N
5056,N
6082,N
2841,N
1086,N
3938,N
4177,N
7346,N
2572,N
4845,N
2823,N
5953,N
1358,N
4173,N
7837,N
2313,N
9066,N
6486,Y
6164,N
4754,N
5778,N
1578,N
970,Y
187,N
4109,N
1897,N
1804,N
8095,N
3523,N
242,N
3159,N
6721,N
2318,N
605,N
62,N
5373,N
2502,N
9100,N
3326,N
2049,N
2693,N
2826,N
5160,N
8373,N
6710,Y
3299,N
8127,N
4485,N
6092,N
304,N
3120,N
6831,N
6163,N
5272,N
416,N
33,N
979,N
4110,N
761,N
6026,N
7098,N
5171,N
1211,N
3165,Y
7057,N
94,N
1443,N
3903,N
5685,N
7196,N
2469,N
5270,N
5971,N
4089,N
3833,N
3575,N
8846,N
9019,N
4423,N
975,N
7856,N
1892,N
7551,N
8163,N
406,N
3173,N
3545,N
2255,N
2984,N
7733,N
5566,N
8276,N
1669,N
5034,N
6206,N
4618,N
8828,N
344,N
1660,N
6355,N
6557,N
6762,N
3115,N
5900,N
980,N
378,N
4650,N
397,N
1780,N
9148,N
1710,N
686,N
8124,N
6237,N
5703,N
6786,N
7397,N
2722,N
5490,Y
6598,N
7728,N
511,N
8064,N
5486,N
586,N
3801,N
5089,N
324,N
5247,N
4643,N
5159,N
8996,N
8169,N
8340,N
637,N
7384,N
633,N
2822,N
4962,N
7589,N
9065,N
1744,N
4959,N
8329,N
6700,N
6742,N
7891,N
2904,N
2765,N
6410,N
9018,N
85,N
4461,N
8650,N
6583,N
9204,N
7225,N
262,N
6036,N
3662,N
3100,N
4099,N
6421,N
5727,N
5850,N
5155,N
2047,N
210,N
4488,N
1368,N
1125,N
5116,N
6778,N
1997,N
5336,Y
4927,N
6741,N
8284,N
7851,N
6996,N
7251,N
997,N
7096,N
6980,N
4223,N
8782,N
8166,N
9163,Y
5908,N
7235,N
2168,N
269,N
2752,N
5691,N
2098,N
8292,N
3054,N
5039,N
1641,Y
4176,N
6154,N
3509,N
3886,N
9158,N
5271,N
407,N
7227,N
1983,N
8692,N
1817,N
1591,N
4310,N
1734,N
5075,N
7253,N
7539,N
2650,N
9170,N
3961,N
4570,N
3179,N
4775,N
6077,N
5894,N
2102,N
2329,N
131,N
7938,N
8210,N
7410,N
8339,N
6680,N
2843,N
8256,N
8815,N
6320,N
5050,N
558,N
3371,N
3581,N
4707,N
8647,N
6937,N
2254,N
4020,N
5268,N
4361,N
1482,N
7871,N
8044,N
1121,N
8687,N
2912,N
4499,N
3385,N
498,N
2608,N
3885,N
4175,N
5384,N
8814,N
7900,N
8693,N
5036,N
394,N
6172,N
1445,N
6089,N
1392,N
807,N
9032,N
160,N
1112,N
8218,N
6285,N
5447,N
236,N
616,N
3226,N
203,N
1185,N
2312,N
3616,N
7665,N
353,N
3687,N
698,N
4682,N
2219,N
9160,N
1594,N
1217,N
7269,N
6921,N
7058,Y
4496,N
6147,N
4829,N
2961,N
5083,N
4644,N
7785,N
9202,N
1824,N
4148,N
2891,N
5288,N
6794,N
612,N
8578,N
1779,N
6388,N
2100,N
5699,N
2044,N
1195,N
4840,N
3058,N
5947,N
346,N
6073,N
3131,N
3331,N
8984,N
1673,N
4547,N
1786,N
709,N
4712,Y
3388,N
4388,N
8622,N
7093,N
7575,N
3619,N
4789,N
3920,N
7951,N
2969,N
3151,Y
675,N
6213,N
8850,N
1784,N
5868,N
5405,N
2375,N
2456,N
6181,N
1456,N
4852,N
919,Y
5062,N
8298,N
3032,N
174,N
510,N
1484,N
8136,N
5827,N
6177,N
1154,N
650,N
1667,N
3824,N
7153,N
1428,N
2742,N
3702,N
2156,N
2287,N
3651,N
7991,N
3918,N
6995,N
8865,N
3796,N
5330,N
6884,N
4014,N
2224,N
7560,N
3152,N
2477,N
3639,N
1128,N
5175,N
6562,Y
459,N
5772,N
1317,N
5339,N
8710,N
4677,N
7579,N
170,N
433,N
7481,N
129,N
9027,Y
6574,N
3893,N
9069,N
2082,N
6050,N
1858,N
151,N
463,N
5839,N
2196,N
8711,N
6895,N
7814,N
4384,N
4104,N
5372,N
1318,N
640,N
1490,N
3958,N
8926,N
1024,N
3021,N
4877,N
6078,N
1441,N
8924,N
3636,N
5525,N
243,N
8621,N
3195,N
5638,N
4441,N
2052,N
3206,N
7867,N
7451,N
1260,N
6482,N
3025,N
8890,N
7932,N
6800,N
1847,N
2831,N
6429,N
8995,N
3098,N
4909,N
7052,N
2171,N
7797,Y
6498,N
7467,N
1469,N
1675,Y
1273,N
617,N
2300,N
7477,N
2723,N
8551,N
6258,N
2798,Y
6246,N
4724,N
7748,N
3419,N
4395,N
3335,N
8788,N
5192,N
8746,N
8388,N
2125,N
8140,N
9000,N
8452,N
798,N
2336,N
1364,N
7844,N
335,N
111,N
5721,N
5976,N
3136,N
689,N
3457,N
8778,N
3780,N
7600,N
1419,N
1535,N
2820,N
5716,N
2780,N
2301,N
3260,N
1424,N
7172,N
4132,N
363,N
8592,N
3139,N
7180,N
3099,N
1233,N
3430,N
5511,Y
563,N
8532,N
8919,N
610,N
4419,N
3800,N
3175,N
4436,N
462,N
7252,N
5980,N
673,N
3730,N
5898,N
7707,N
4167,N
8065,N
5030,N
8690,N
3952,N
9194,N
8112,N
8325,N
692,N
4668,N
3,N
1161,N
8454,N
1147,N
2322,N
381,N
4589,N
1411,N
3596,N
2274,N
7626,N
2564,N
8965,N
3861,N
2700,N
8837,N
4825,N
6745,N
1361,N
5060,N
1612,N
8336,N
8475,N
7958,N
7664,N
968,N
2695,N
196,N
5912,N
4479,N
506,N
4582,N
2681,N
5547,N
360,N
7629,N
3641,N
7436,N
6830,N
1688,N
3762,N
6811,N
9111,N
5029,N
6547,N
6457,N
7501,N
7956,N
8335,N
6151,N
4455,N
8074,N
4708,N
7840,N
3721,N
2546,N
7202,N
8227,N
1567,N
1975,N
1253,N
2319,N
6549,N
3772,N
4386,N
3292,N
2910,N
7268,N
3965,N
4820,N
7353,N
5998,N
282,N
2676,N
3094,N
3150,N
2642,N
6924,N
5634,N
3937,N
7750,N
5528,N
5325,N
5410,N
6579,N
3154,N
7105,N
1213,N
6434,N
6473,N
1918,N
7610,N
3016,N
8997,N
2563,N
6757,N
7912,N
860,N
8489,N
3466,N
5453,N
297,N
8530,N
4782,N
2108,N
3323,N
5793,N
892,N
4679,N
6859,N
5108,N
3277,N
2944,N
2903,N
247,N
1531,N
7300,N
3310,N
5347,N
2756,N
7705,N
4290,N
7184,N
182,N
929,N
2935,N
4462,N
9155,N
3994,N
1322,N
5400,N
5790,N
1828,N
2548,N
8315,N
8149,N
8498,N
9168,N
1543,N
8398,N
2153,N
6566,N
6553,N
8987,N
2126,N
566,N
3317,N
1951,N
4639,N
5054,N
3266,N
742,N
6513,N
1617,N
6222,N
9020,N
6311,N
7094,N
5730,N
4744,N
5892,N
7655,N
1521,N
880,N
7739,N
8738,Y
3239,N
6728,N
4220,N
5167,N
6665,N
3075,N
8853,Y
1700,N
1226,N
8689,N
3848,Y
8912,N
626,N
4081,N
7179,N
8483,N
8605,N
3089,N
684,N
5189,N
2533,N
6021,N
1385,N
2141,N
5723,N
2426,N
7282,N
3683,N
2170,N
124,N
669,N
295,N
1926,N
8976,Y
4997,N
6216,N
6784,N
2451,N
2441,N
728,N
977,N
6526,N
5417,N
1091,Y
5576,N
7292,N
4913,N
6008,N
6203,N
8744,N
5578,N
8186,N
8586,N
34,N
4120,N
6796,N
6241,N
3524,N
5109,N
226,N
1980,N
3074,N
5906,N
5508,N
846,N
5915,N
7364,N
100,N
1956,N
4595,N
821,N
424,N
828,N
7644,N
1988,N
578,N
2684,N
5769,N
6939,N
1458,N
6424,N
7440,N
145,N
8104,N
4867,N
3809,N
5073,N
3349,N
7175,N
8302,N
2974,N
7386,N
2743,Y
3835,N
5345,N
4626,N
7013,N
8789,N
4898,N
5811,N
4166,N
4558,N
8119,N
8363,N
22,N
7843,N
4416,N
7848,N
5058,N
6798,N
909,N
2396,N
7371,N
7720,N
3843,N
0,Y
1326,N
4082,N
948,N
220,N
1042,N
3193,N
2008,N
3736,N
285,N
4255,N
38,N
2797,N
4090,N
7754,N
7849,N
6440,N
4891,N
5713,N
8492,N
7104,N
2093,N
7546,N
2370,N
3858,N
4675,N
3411,N
2075,N
5115,N
4832,N
8816,N
7889,N
9184,N
6396,N
1377,N
1255,N
5196,N
8790,N
4459,N
1304,N
325,N
1131,N
2541,N
9211,N
8198,N
2197,N
4002,N
5350,N
2187,N
5239,Y
3409,N
4603,N
1312,N
9090,N
7418,N
674,N
6400,N
5828,N
905,N
4549,N
6989,N
857,N
6341,N
9053,N
3767,N
9124,N
8531,N
6397,N
1557,N
1290,N
5668,N
2076,N
7471,N
7158,N
9009,N
2390,N
4390,N
2368,N
2905,N
8577,N
5884,N
4519,N
7934,N
327,N
283,N
5,N
1366,N
8540,N
4767,N
2163,N
4240,N
6524,N
3433,N
6763,N
2096,N
3599,N
281,N
4511,N
263,N
7689,N
3242,N
7112,N
8270,N
1609,N
6276,N
2106,N
832,N
3820,N
3022,N
4127,N
4842,N
2504,N
6443,N
4448,N
5690,N
7701,N
3380,N
6247,N
4454,N
8545,N
2966,N
8539,N
1497,N
6879,N
4317,N
4069,N
1749,N
5225,N
2447,N
1008,N
3095,N
2995,N
7376,N
5584,N
1751,N
4447,N
267,N
5959,N
2466,N
8836,N
4836,N
7047,N
4204,N
1135,N
738,N
4737,N
2046,N
1590,N
3625,N
8904,N
6874,N
3251,N
3946,N
3979,N
352,N
8289,N
4806,N
4026,N
9079,N
3482,N
219,Y
6370,N
9197,N
7977,N
137,N
4078,N
6922,N
6200,N
2071,N
3224,N
6230,N
6657,N
656,N
3461,N
469,N
7437,N
2884,N
3313,N
4073,N
7561,N
3253,N
8736,N
7491,N
7745,N
5172,N
8226,N
8078,N
527,N
8719,N
4835,N
4246,N
636,N
4287,N
4372,N
8779,N
3355,N
1871,N
4622,N
1798,N
3864,Y
5010,N
9030,N
31,N
1737,N
1407,N
1495,N
5880,N
5045,N
2953,N
8148,N
6863,N
5176,N
3723,N
4084,N
6759,Y
8805,N
2660,N
8640,N
3819,N
8917,N
478,N
1353,N
4414,N
6218,N
7531,N
1084,N
8408,N
1287,N
7262,N
913,N
5053,N
387,N
5287,N
4560,N
5021,N
3776,N
790,N
9198,N
483,N
704,N
583,N
3956,N
699,N
6838,N
7176,N
7160,N
5178,N
6097,N
2810,N
5943,N
3332,N
6816,N
8476,N
2081,N
3645,N
6820,N
1973,N
3379,N
3158,N
5334,N
2227,N
4989,N
3664,N
3948,N
4460,N
6709,N
3370,N
4401,N
999,N
7815,N
3727,N
8601,N
2824,N
6858,N
6347,N
9008,N
1350,N
3978,N
1671,N
4075,N
2127,N
1057,N
5310,N
1278,N
8255,N
2782,N
8933,N
6243,N
2994,N
5595,N
4308,N
3390,N
5750,N
1299,N
1380,N
5259,N
209,N
4350,Y
3358,Y
5356,N
1207,N
4743,N
849,N
2680,N
4219,N
3697,N
2873,N
55,N
4598,N
1313,N
7836,N
1328,N
2362,N
8927,N
7753,N
5503,N
1583,N
5107,N
7781,N
552,N
8641,N
6193,N
348,N
301,N
2996,N
2900,N
6174,N
2116,N
5764,N
1244,N
8555,N
582,N
4130,N
2581,N
1246,N
7081,N
8349,N
468,N
7510,N
1674,N
756,N
7239,N
2013,N
8743,N
8407,N
276,N
49,N
5206,N
7595,N
7823,N
7261,N
7445,N
3768,N
8516,N
8832,N
8446,N
3747,N
5291,N
5759,N
4936,N
8887,N
703,N
201,N
3288,N
803,N
9098,N
4260,N
4046,N
7931,N
4654,N
1602,N
2551,N
2775,N
2866,N
4687,N
2699,N
8729,Y
6517,N
3209,N
5737,N
7439,N
1505,N
7205,N
8735,N
2720,N
8706,N
4139,N
9001,N
6510,N
996,N
7528,N
8206,N
1045,N
3583,N
4196,N
6198,N
3987,N
2645,N
4935,N
8688,N
5145,N
5000,N
9024,N
414,N
6350,N
8197,N
7285,N
6348,N
4055,N
6959,N
2033,N
893,N
2652,N
3778,N
5093,N
5886,N
7498,N
3974,N
2201,N
5549,N
8653,N
4758,N
8041,N
199,N
5857,N
631,N
4505,N
6133,N
4781,N
5573,N
8948,N
9083,N
2019,N
1942,N
3459,N
5320,N
580,N
120,N
2879,N
5138,N
5195,N
4987,N
6885,N
2786,N
8771,N
3981,N
8047,N
5236,N
1192,N
5279,N
5678,N
5983,N
7749,N
5907,N
1095,N
3207,N
4760,N
5882,N
8369,N
2665,N
320,N
1331,N
6849,N
1559,N
5629,N
4379,N
6663,N
2484,N
994,N
7924,N
5368,N
1853,N
625,N
2152,N
1532,N
3537,N
8968,N
6992,N
6931,N
7362,N
755,N
2968,N
3375,N
5477,N
8646,N
5717,N
3416,N
6074,N
4338,N
3711,N
8167,N
5285,N
1736,N
7325,N
3104,N
1254,N
7209,N
4275,N
1831,N
7378,N
403,N
1356,N
5741,N
3556,N
2701,N
4502,N
4923,N
108,N
2946,N
9004,N
3180,N
664,N
1104,N
1434,N
8762,N
8159,N
