,inducted
8936,N
1134,N
5209,N
8899,N
6546,N
9187,N
208,N
6779,N
6888,N
678,N
3787,N
7442,N
7690,N
8067,N
3387,N
6506,N
3670,N
2566,N
357,N
3558,N
8221,N
6702,N
8952,N
191,N
7435,N
7745,N
6200,N
6246,N
4355,N
8335,N
1758,N
6875,N
4653,N
1416,N
5452,N
5079,N
425,N
3197,N
3552,N
3068,N
2039,N
4029,N
4943,N
6949,N
5994,N
6808,N
5879,N
6608,N
5352,N
4309,N
4707,N
3335,N
4490,N
572,N
1919,N
1076,N
3156,N
3479,N
212,Y
5512,N
7638,N
2670,N
8112,N
2542,N
6047,N
8432,Y
7658,N
5660,N
1351,N
6747,N
1413,N
1149,N
2507,N
5949,N
7280,N
1817,N
5339,N
2391,N
6532,N
8271,N
8327,N
7118,N
543,N
7222,N
40,N
5676,N
3651,N
3672,N
4316,N
3766,N
2693,N
2403,N
4977,N
239,N
6495,N
7362,N
3837,N
5013,N
5842,N
2145,N
1837,Y
2057,N
2695,N
5531,N
2709,N
2962,N
2488,N
3527,N
2330,N
2268,N
7159,N
5910,N
9193,N
6563,N
8475,N
9106,N
5037,N
8536,N
3401,N
1812,N
4411,N
2333,N
6115,N
3690,N
7246,N
5683,N
700,N
3088,N
2768,N
8430,N
1129,N
1315,N
942,N
5287,N
3559,N
6406,N
3484,N
7111,N
4680,N
4426,N
4225,N
138,N
3926,N
3425,N
3412,N
8433,N
1511,N
9123,N
4209,N
4496,N
1179,N
2896,N
6134,N
2373,N
1670,N
6509,N
3888,N
2070,N
5771,N
4350,Y
329,N
7170,N
6836,N
1810,N
6140,N
3699,N
1615,N
8772,N
8503,N
7632,N
8110,N
3461,N
1974,N
4271,N
4090,N
2633,N
8244,N
643,N
167,N
6464,N
8334,N
1417,N
3236,N
705,N
6953,N
251,N
9080,N
7877,N
1478,N
6772,Y
4607,N
2092,N
7878,N
2902,N
4330,Y
1274,Y
7927,N
8894,N
7351,N
5006,N
6610,N
1990,N
3413,N
5329,N
7713,N
1057,N
8805,N
5978,N
9017,N
2851,N
143,N
3545,N
1317,N
3160,N
2031,N
2241,N
1299,N
4749,N
102,N
3096,N
8769,N
8392,N
4227,N
8452,N
8858,N
9138,N
553,N
4882,N
1187,N
4722,N
7933,N
459,N
3944,N
6093,N
7339,N
6870,N
3140,N
8751,N
6046,N
1845,N
2941,N
3389,N
4768,N
5695,Y
5353,N
3652,N
8366,N
5203,N
5105,N
5193,N
7675,N
1196,N
5743,N
2826,N
6400,N
7404,N
6983,N
7335,N
101,N
3745,N
2990,N
92,N
7516,N
7612,N
1158,N
7444,N
250,N
1452,N
980,N
8404,N
4107,Y
5225,N
8481,N
2352,N
4676,N
1456,N
6331,N
3148,N
1085,N
448,N
1303,N
7771,N
6959,N
2471,N
7102,N
7015,N
2919,N
5050,N
8609,N
345,N
3452,N
761,N
1495,N
8599,N
5671,N
8764,N
2605,N
6076,N
150,N
7378,N
4799,N
1616,N
2005,N
4284,N
7556,N
1734,N
7121,N
7312,N
4275,N
2668,N
1029,N
477,N
7468,N
4861,N
363,N
2227,N
6950,Y
2303,N
7014,N
5589,N
1937,N
32,N
1089,N
3908,N
5664,N
8000,N
8101,N
5665,N
9092,N
9208,N
696,N
6715,N
8930,N
7845,N
3323,N
9032,N
4308,N
3246,N
4221,N
4119,N
7869,N
8247,N
2159,N
7361,N
6803,N
8162,N
2079,N
3434,N
6679,N
8857,N
6687,N
3107,N
1326,N
2493,N
3665,N
66,N
8236,N
4690,N
312,Y
7375,N
4654,N
7803,N
2937,N
199,N
5266,N
7397,N
5125,N
7853,N
5760,N
3704,N
2958,N
5681,N
6218,N
338,N
7613,N
7374,N
3696,N
7571,N
3477,N
8051,N
4666,Y
8180,N
7602,N
9019,N
6174,N
4250,N
427,N
7882,N
4299,N
6066,N
7087,N
404,N
3882,N
3348,N
671,N
8617,N
7935,N
2589,Y
3702,N
3975,N
627,Y
712,N
1263,N
2662,N
3669,N
7267,N
8284,N
1422,N
1120,N
9004,N
1593,N
5084,N
5510,N
7212,N
3943,N
596,N
233,N
2811,N
955,N
5759,N
8092,N
8605,N
1002,N
4430,N
292,N
6144,N
3411,N
7976,N
7126,N
6429,N
1963,N
6947,N
5755,N
2831,N
8840,N
582,N
7253,N
2730,N
6300,N
4468,N
4581,N
5726,N
9169,N
2743,Y
8049,N
6326,N
8942,N
7797,Y
5993,N
2908,N
65,N
2411,N
1198,N
4591,N
4862,N
4343,Y
5963,N
8398,N
8113,N
6107,N
6766,N
2066,Y
4532,N
3333,N
798,N
628,N
4166,N
4058,Y
3047,N
4633,N
1484,N
5386,N
3421,N
9108,N
1624,Y
2724,N
1424,N
8106,N
1597,N
6547,N
7712,N
5758,N
5804,N
2465,N
4120,N
6924,N
6604,N
8084,N
2901,N
2987,N
4711,N
6721,N
6944,N
6099,N
3000,N
7959,Y
1378,N
4502,N
7614,N
7480,N
3009,N
3496,N
4173,N
6481,N
4154,N
2521,N
6938,N
180,N
8888,N
6224,N
430,N
809,N
8860,N
8705,N
531,N
2772,N
4717,N
7083,N
3807,N
5305,N
6233,N
2651,N
3339,Y
2823,N
7550,N
4837,N
9162,N
519,N
616,N
6560,N
6962,N
4408,N
8747,N
6227,N
5741,N
8014,N
3004,N
6463,N
1017,N
8412,N
6798,N
4022,Y
4121,N
7429,N
783,N
3567,N
5924,N
6775,N
4785,N
7131,N
267,N
975,N
2000,N
7885,N
7492,N
5803,N
895,N
1043,N
915,Y
3582,N
8504,N
3626,N
2052,N
2494,N
5869,N
505,N
7937,N
2671,N
1643,N
1768,N
5624,N
559,N
7273,N
3481,N
4114,N
5909,N
6584,N
8752,N
6683,N
3292,N
2645,N
3181,N
1313,N
7440,N
3874,N
3812,N
232,N
7316,N
3701,N
435,N
908,N
1227,Y
2707,N
5975,N
8114,N
7744,N
4752,N
8233,N
8004,N
7041,N
8013,N
8349,N
8585,N
3683,N
5008,N
1881,N
3876,N
4802,N
4968,N
153,N
546,N
3788,N
3887,N
7913,N
9201,N
2955,N
6590,N
3930,N
1021,N
8131,N
3792,N
6143,N
7624,N
5999,N
8098,N
7578,N
3814,N
7055,N
7740,N
5086,N
7947,N
8839,N
3682,N
2603,N
7244,N
4009,N
8782,N
376,N
6322,N
1918,N
2109,N
5416,N
7460,N
2271,N
6700,N
7916,N
3938,N
6645,N
362,N
5174,N
6690,N
1473,N
5865,N
4568,N
2903,N
4060,N
4358,N
259,N
849,N
2991,N
7830,N
5737,N
7431,N
3278,N
2945,N
8870,Y
2606,N
2157,N
4646,N
6531,N
3397,N
429,N
15,N
1847,N
6315,N
1944,N
4109,N
3547,N
3595,N
5567,N
5925,N
8402,N
1333,N
4385,N
8206,N
5668,N
1277,N
5219,N
7405,N
8201,N
7785,N
720,N
5073,N
2477,N
392,N
5250,N
7739,N
8224,N
5443,N
5971,N
4940,N
2380,N
5364,N
6021,N
4497,N
5808,N
3115,N
5144,N
986,N
3063,N
1167,N
6557,N
6934,N
8949,N
326,N
3019,N
2511,N
4213,N
3474,N
246,N
8219,N
1163,N
6587,N
2771,N
8035,N
4887,N
433,N
4576,N
1318,N
4840,N
618,N
3668,N
6221,N
3,N
6524,N
4745,N
1839,N
2660,N
1489,N
8116,N
1529,N
7849,N
6418,N
1025,Y
5946,N
1712,N
6447,N
8099,N
9180,N
10,N
1045,N
8464,N
2141,N
9050,N
9166,N
8815,N
9003,N
523,N
1222,N
2090,N
7274,N
6961,N
5255,N
8274,Y
2506,N
8127,N
8240,N
112,N
8422,N
495,N
3232,N
8346,N
8707,N
4519,N
3101,N
7598,N
868,N
563,N
3352,N
824,N
7697,N
4990,N
6433,N
5923,N
3917,N
8733,N
4983,N
7772,N
8775,N
8182,N
8941,N
4724,N
4117,N
9133,N
4402,N
3253,N
6052,N
7284,N
8,N
5072,N
133,N
2038,N
982,N
587,N
3390,N
6466,N
5798,Y
6371,N
7161,N
2153,N
5850,N
8414,N
3522,N
401,N
351,N
3831,N
4376,N
6106,N
4877,N
2146,N
1102,N
3275,N
599,N
8441,N
2673,N
8959,N
1924,N
3124,N
4135,N
9144,N
2270,N
3203,N
4991,N
1349,N
5402,N
4719,N
4931,N
8765,N
4536,N
8470,N
818,N
3185,N
3372,N
1626,N
7747,N
907,N
1888,N
2547,N
588,N
5344,N
8866,N
4053,N
8532,N
5953,N
7500,N
6952,Y
2439,N
3974,N
4264,N
2383,N
3078,N
6796,N
3551,N
6982,N
797,N
5498,N
1740,N
325,N
252,N
5517,N
5045,N
1585,N
6257,N
2235,N
3023,N
293,N
536,N
5546,N
6735,N
4477,N
3840,N
7673,N
5897,N
500,N
3985,N
502,N
7370,N
1228,N
6142,N
4683,N
6170,N
1311,N
7385,N
3231,N
2836,N
3193,N
4829,N
6397,N
3042,N
5691,N
2311,N
1207,N
5763,N
1449,N
1598,N
7080,N
858,N
2631,N
2595,N
4984,N
4566,N
2197,N
2347,N
9007,N
7769,N
7450,N
7084,N
6596,N
613,N
6301,N
6394,N
2839,N
1617,N
1180,N
8730,Y
5628,N
6453,N
6675,N
1234,N
8356,N
6483,N
6719,N
5597,N
4127,N
1975,N
1686,N
8554,N
3296,N
5565,N
5136,N
5473,N
1739,N
1116,N
3297,N
7662,N
1278,N
2076,N
6792,N
5058,N
2809,N
8167,N
4469,N
5698,N
9040,N
1255,N
1466,N
2461,N
2619,N
4511,N
1412,N
4602,N
4791,N
4805,N
4932,N
6776,N
6054,N
6581,N
1419,N
7334,N
5926,N
6122,N
8819,N
4755,N
2600,N
2886,N
5610,N
919,Y
2884,N
2789,N
3032,N
8637,N
8011,N
8374,N
7901,N
6454,N
1504,N
9142,N
3770,N
3456,N
7542,Y
6358,N
6167,N
1863,N
4290,N
5552,N
8960,N
2174,N
8234,N
4612,Y
3332,N
8510,N
7734,N
3357,N
3196,N
539,N
6781,N
1099,N
397,N
7063,N
5304,N
1920,N
3533,N
7795,N
2928,N
7671,Y
7681,N
4288,N
3905,N
4571,N
2764,N
5735,N
3542,N
5825,N
5979,N
710,N
2033,N
1250,N
5775,N
5054,N
606,N
6937,N
1838,N
1423,N
5249,N
2785,N
4172,N
8938,N
221,N
6696,N
1126,N
920,N
6613,N
7130,N
170,N
3222,N
479,N
4925,N
6577,N
7330,N
3224,N
244,N
7987,N
7415,N
2869,N
1530,N
5647,N
2960,N
5728,N
3416,N
7359,N
5166,N
6182,N
4860,N
3463,N
4304,N
3797,N
3612,N
1540,N
4450,N
4798,N
5617,N
1531,N
585,N
4003,N
6650,N
3315,N
4797,N
6164,N
3723,N
7321,N
7705,N
6988,N
5411,N
7938,N
2954,N
3922,N
1195,N
4489,N
4691,N
4132,N
2457,N
314,N
5381,N
768,N
8555,N
6365,N
3154,N
7,N
1696,N
5254,N
4327,N
974,N
3548,N
6071,N
6178,N
8778,N
4413,Y
6067,N
973,N
8363,N
141,N
718,N
9188,N
1208,N
607,N
3426,N
1993,N
6788,N
1276,Y
6304,N
4292,N
2654,N
7625,N
6408,N
3946,N
2182,N
5097,N
8454,N
7047,N
1027,N
3152,N
5733,N
8158,N
1066,N
4325,N
461,N
3929,N
4396,N
6916,N
5056,N
7176,N
2203,Y
2882,N
5899,N
1377,N
5505,N
7698,N
217,N
8185,N
3861,N
7498,N
4750,N
1302,N
5569,N
6865,N
2165,N
4831,N
234,N
1477,N
524,Y
3676,N
6485,N
3013,N
4995,N
7090,N
7523,N
8702,Y
896,N
14,N
684,N
7701,N
7509,N
6940,N
598,N
6307,N
2718,N
5312,N
4205,N
1070,N
7341,N
8969,N
5389,N
3741,N
1261,N
6570,N
4974,N
1916,Y
6681,N
2518,Y
6904,N
9069,N
7727,N
2822,N
1105,N
2696,N
624,N
7380,N
6094,N
832,N
1461,N
4645,N
867,N
7329,N
4267,N
5488,N
2171,N
2095,N
4600,N
5139,N
2425,N
4098,N
6823,N
3281,N
135,N
2004,N
8825,N
6311,N
4347,N
8269,N
7477,N
7183,N
5432,N
4093,N
2363,N
7349,N
2587,N
6410,N
179,N
2284,N
1907,N
61,N
3368,N
6202,N
2755,N
9175,N
7939,N
1858,N
9102,N
5188,N
8039,N
5819,N
4651,N
8306,N
1595,N
5734,N
1078,N
535,N
5997,N
264,N
875,N
5426,N
6273,N
6743,N
4766,N
4019,N
5514,N
5167,N
4910,N
6125,N
1581,N
8968,N
5746,N
8729,Y
2327,N
6155,N
5310,N
2629,N
5829,N
4718,N
683,N
9185,N
5119,N
4040,N
5199,N
8373,N
7824,N
4611,N
5592,N
1843,N
8045,N
8680,N
4933,N
8304,N
8569,N
7575,N
3106,N
6886,N
4064,N
6194,N
5295,N
8620,N
6449,N
856,N
5914,N
5536,N
8879,N
7863,N
899,N
4731,N
6318,N
5513,N
8719,N
4351,N
2546,N
4306,N
1685,N
1306,N
4446,N
5369,N
1675,Y
489,N
6685,N
7846,N
4031,N
4021,N
4594,N
4561,N
8010,N
7867,N
2622,N
9196,N
2700,N
107,N
5590,N
5300,Y
8642,N
237,N
5154,N
8460,N
5778,N
2028,Y
183,N
5157,N
7154,N
5738,N
3431,N
205,N
1273,N
1229,N
7211,N
2889,N
8369,N
7366,N
1590,N
3274,N
7827,N
8562,N
8512,N
169,N
8277,N
2111,N
8091,N
3986,N
4207,N
2351,N
2243,N
84,N
8535,N
7716,N
724,N
3735,N
317,N
151,N
1474,N
2122,N
1528,N
3151,Y
8257,N
6173,N
3836,N
3604,N
1091,Y
989,N
6314,N
8955,N
7204,Y
1555,N
6851,N
3657,N
4088,N
1371,N
4556,N
1647,N
1749,N
6324,N
1047,N
826,Y
8618,N
4708,N
3383,N
2951,N
7142,N
7642,N
800,N
3483,N
6857,N
8208,N
7752,N
7189,N
2995,N
7195,N
5040,N
1691,N
5212,N
4498,N
8926,N
6006,N
1942,N
6228,N
1068,N
8212,N
5187,N
4048,N
528,N
6661,N
5727,N
3053,N
5613,N
97,N
8613,N
1611,N
4836,N
3875,N
8902,N
635,N
834,N
7398,N
8686,N
3585,N
3457,N
6636,N
3566,N
1294,N
3758,N
7647,N
1861,N
5483,N
1386,N
1381,N
6593,N
2064,N
8923,N
4692,N
6763,N
5253,N
526,N
6210,N
7025,N
8602,N
633,N
5260,N
7155,N
2503,N
2731,N
7377,N
3233,N
3467,N
6238,N
1853,N
3252,N
4323,N
2703,N
4480,N
3892,N
4631,N
3306,N
177,N
1651,N
3618,N
7989,N
1867,N
7693,N
109,N
9084,N
7233,N
6121,N
2529,N
8175,N
1874,N
5286,N
1966,N
5723,N
757,N
5475,N
2481,N
5337,N
154,N
5116,N
5472,N
4961,N
2713,N
399,N
8321,N
8029,N
55,N
7724,N
604,N
4002,N
3718,N
9110,N
8596,N
4141,N
5336,Y
4170,N
2059,N
3896,N
7688,N
4979,N
5522,N
1210,N
1766,N
3490,N
6346,N
1949,N
8130,N
6615,N
5034,N
8250,N
3291,N
7400,N
2800,N
5128,N
2812,N
7086,N
5358,N
1755,N
5787,N
7599,N
8089,N
8989,N
428,N
7390,N
8479,N
7615,N
3097,N
7031,N
1056,N
6677,N
2790,N
7805,N
1219,N
1038,N
6889,N
12,N
8421,N
825,N
6351,N
2158,Y
1525,N
3784,N
9105,N
437,N
7114,N
348,N
6223,N
9064,N
7682,N
4620,N
5796,N
3414,N
3832,N
4025,N
417,N
5333,N
3380,N
3541,N
5075,N
6640,N
224,N
3448,N
8457,N
8044,N
8679,N
8126,N
2113,N
4812,N
5363,N
8816,N
1808,N
5348,N
5271,N
1820,N
1501,N
6562,Y
1309,N
2860,N
8376,N
5487,N
1998,Y
1088,N
3465,N
8317,N
7534,N
7119,N
4317,N
2458,N
457,N
6757,N
4960,N
6446,N
6011,N
1009,N
6016,N
2376,N
6018,N
2045,N
6922,N
7826,N
8745,N
6561,N
7511,N
280,N
4652,N
74,N
1044,N
8889,N
5489,N
1952,N
52,N
3838,N
7184,N
2246,N
5425,N
1095,N
7604,N
4443,N
636,N
8425,Y
4179,N
3119,N
3848,Y
4176,N
5686,N
4855,N
9038,N
7866,N
6321,N
6151,N
6551,N
771,N
8753,N
2570,N
3382,N
6883,N
6704,N
7725,N
3117,N
7082,N
6706,N
664,N
3316,N
3086,N
7535,N
5171,N
3878,N
1143,N
1940,N
1936,N
3237,N
247,N
3647,N
5371,N
7842,N
78,N
424,N
5527,N
2797,N
7443,Y
3240,N
57,N
7172,N
2657,N
8301,N
3549,N
9134,N
402,N
5043,N
5449,N
3099,N
6436,N
2440,N
6880,N
5460,N
3162,N
6526,N
6554,N
3862,N
7292,N
6695,N
3867,N
3589,N
1073,N
7052,N
5053,N
7283,N
9056,N
7815,N
3217,N
8878,N
5722,N
5977,N
8580,N
7225,N
8214,N
2012,N
6158,N
3041,N
5568,N
5769,N
3074,N
3015,N
3750,N
2166,N
1399,N
6930,N
7457,N
4242,N
8918,N
725,N
5121,N
2142,N
6040,N
3624,Y
3343,N
6404,N
1637,N
4380,N
4257,N
2710,N
88,N
811,N
8237,N
8823,N
4917,N
2062,N
5218,N
3616,N
1650,N
1971,N
9041,N
5149,N
735,N
7099,N
1938,N
2011,N
5494,N
578,N
6852,N
306,N
4441,N
965,N
5390,N
5100,N
6292,N
4815,N
2559,N
4596,N
1912,N
3823,N
4253,N
6720,N
6284,N
3915,N
642,N
8845,N
3016,N
7577,N
6285,N
9139,N
1023,N
1659,N
8896,N
9165,N
7834,N
6682,N
8145,N
6749,N
1450,N
8822,N
1356,N
8472,N
7692,N
3280,N
6339,N
6004,N
18,N
2279,N
5345,N
5643,N
828,N
8055,N
4880,N
8451,N
7039,N
6741,N
7343,N
1125,N
2942,N
8265,N
5138,N
4076,N
3933,N
1908,N
4500,N
3510,N
8933,N
8578,N
4215,N
6861,Y
7145,N
4761,N
5729,N
581,N
7387,N
6670,N
3444,N
2691,N
6876,N
273,N
931,N
2708,N
1905,N
7607,N
3250,N
5428,N
6456,N
8821,N
5458,N
833,N
1402,N
2751,N
878,N
583,N
1354,N
843,N
2179,N
1301,N
1580,N
6663,N
7961,N
1046,N
3367,N
3982,N
6574,N
7072,N
2650,N
7512,N
8211,N
1242,N
6762,N
1680,N
5261,N
4735,N
4630,N
743,N
463,N
5528,N
1787,N
6039,N
488,N
3667,N
152,N
737,N
4392,N
302,N
7930,N
7241,N
2251,N
8068,N
5062,N
692,N
4624,N
3746,N
6440,N
5920,N
1513,N
8303,Y
5214,N
2638,N
2682,N
7411,N
8852,N
7640,N
1400,N
2273,N
8690,N
4930,N
3264,Y
7037,N
4702,N
2688,N
7112,N
6266,N
2244,N
5854,N
8370,N
6545,N
6733,N
2110,N
3621,N
130,Y
2056,N
2393,N
2096,N
5322,N
2192,N
6662,N
8473,N
1232,N
2917,N
7622,N
6912,N
6751,N
4285,Y
8592,N
2808,N
4320,Y
1700,N
165,N
7755,N
6571,N
6044,N
5355,Y
855,N
7816,N
3018,N
2492,N
8403,N
5631,N
7659,N
2715,N
4324,N
8993,N
7301,N
8362,Y
8832,N
6807,N
787,N
7737,N
5051,N
3740,N
253,N
4077,N
6469,N
7585,N
7657,N
5849,N
3507,N
1432,N
621,N
7717,N
6349,N
2914,N
5509,N
1726,N
4220,N
5049,N
9163,Y
6676,N
2573,N
6903,N
5378,N
6275,N
8339,N
5828,N
4592,N
6181,N
7980,N
2527,N
103,N
2282,N
6116,N
507,N
3064,N
5859,N
8804,N
5895,N
7068,N
8440,N
7777,N
8776,N
3239,N
8252,N
1678,N
3720,N
1896,N
3796,N
5090,N
6334,N
7401,N
4572,N
4899,N
7723,Y
1753,N
2842,N
7239,N
7955,N
319,N
9014,N
2514,N
2384,N
9067,N
4838,Y
4963,N
4821,N
261,N
4772,N
807,N
1545,N
3860,N
386,N
4902,N
4904,N
2199,Y
144,N
2378,N
2291,N
8020,N
4185,N
2278,N
227,N
1015,N
9098,N
1494,N
9204,N
8063,N
22,N
1181,N
219,Y
674,N
808,N
2997,N
6978,N
4842,N
7749,N
5715,N
1447,N
4357,N
216,N
4406,N
7021,N
7227,N
6843,N
8256,N
70,N
901,N
6361,N
3427,N
4182,N
3167,N
4365,N
4907,N
1343,N
8199,N
5191,N
3158,N
8073,N
2574,N
230,N
5542,N
2940,N
5325,N
6684,N
7153,N
2010,N
4588,N
4688,N
7054,N
7892,N
1693,N
4827,N
682,N
5577,N
6521,N
6196,N
5450,N
6955,N
3326,N
6183,N
3663,N
8528,N
5165,N
6455,N
5906,N
196,N
6909,N
2198,N
5600,N
7782,N
6993,N
6854,N
5161,N
9027,Y
8352,N
2893,N
2089,N
458,N
1517,N
1453,N
8213,N
2532,N
8570,N
1330,N
5970,N
8965,N
6887,N
1828,N
1873,N
2867,N
5633,N
4143,N
4203,N
2222,N
9173,N
432,N
5015,N
6417,N
2450,N
983,N
4796,N
8459,N
257,N
2628,N
7376,N
7564,N
2290,N
8501,N
7838,N
3586,N
6092,N
8379,N
271,N
8659,N
1868,N
2646,N
3602,N
9145,N
1,N
8695,N
1414,Y
3369,N
6255,N
1914,N
7899,N
2310,N
2123,N
614,N
801,N
1576,Y
1798,N
3245,N
6114,N
6539,N
288,N
2264,N
7346,N
2694,N
2982,N
2852,N
5871,N
131,N
977,N
1235,N
8456,N
5985,N
8951,N
5721,N
2019,N
2294,N
8040,N
311,N
1492,N
5934,N
1253,N
7483,N
2803,N
4378,N
1811,N
5181,N
7024,Y
1270,N
7260,N
2073,N
3581,N
2939,N
1790,N
8668,N
2740,Y
4866,N
4130,N
1397,N
1092,N
1213,N
3354,N
4362,N
889,N
926,N
5326,N
7776,N
8109,N
4695,N
8650,N
7197,N
3793,N
4504,N
7968,N
6680,N
665,N
7213,N
593,N
5960,N
2921,N
680,N
902,N
8238,N
5230,N
851,N
5521,N
6185,N
3458,N
7970,N
4782,N
4734,N
4329,N
255,Y
1802,N
4341,N
7069,N
3752,N
6802,N
1171,N
1864,N
1168,N
6591,N
1560,N
1982,N
569,N
6759,Y
7413,N
2449,N
3909,N
2784,N
3976,N
3857,N
5211,N
2086,N
4152,N
2712,N
4675,N
7417,N
1225,N
5077,N
8615,N
1698,N
8194,N
5208,N
4916,N
1435,N
3378,N
8332,N
8359,N
316,N
484,N
1293,N
2747,N
8633,N
939,N
3273,N
1701,N
4847,N
4922,N
1059,N
245,N
1113,N
5205,N
731,N
8328,N
1922,N
8781,N
1072,N
5718,N
6484,N
1430,N
7765,N
2313,N
6160,N
4078,N
2055,N
4349,N
5461,N
1488,N
1835,N
1271,N
8027,N
3820,N
4359,N
468,N
8598,N
1269,N
8977,N
2169,N
140,N
1736,N
5467,N
836,N
5894,N
7977,N
4808,N
3035,N
3828,N
4188,N
8041,N
6127,N
3660,N
2405,N
6216,N
1362,N
1743,N
1960,N
8293,N
6589,N
9182,N
8128,N
8071,N
2332,N
2597,N
8465,N
28,N
8696,N
4157,N
5598,N
1358,N
2720,N
5474,N
2495,N
699,N
6816,N
3714,N
5672,N
8001,N
5801,N
1897,N
5046,N
3082,N
6379,N
7251,N
6863,N
9096,N
2234,N
1499,N
6450,N
7817,N
8350,N
4301,N
3769,N
5318,N
2578,N
9190,N
4472,N
7059,N
2549,N
8874,N
5541,N
4162,N
1631,N
6124,N
959,N
7065,N
8216,N
2479,N
1267,N
6373,N
7608,N
7230,N
7943,N
2150,N
2786,N
2961,N
1915,N
1243,N
544,N
1704,N
4927,N
4744,N
1401,N
7687,N
7367,N
4167,N
6667,N
2178,N
2469,N
4087,N
4739,N
4823,N
4863,N
5694,N
6317,N
8342,N
443,N
2604,N
5578,N
6541,N
3979,N
2545,N
821,N
6034,N
7865,N
3518,N
6846,N
9101,N
4957,N
181,N
3919,N
1851,N
2866,N
2281,N
2346,N
380,N
7017,N
4075,N
2856,N
8405,N
8174,N
7733,N
8932,N
8600,N
6892,N
218,Y
6824,N
387,N
9199,N
1058,N
5959,N
7909,N
323,N
7555,N
2139,N
7162,N
398,N
8943,N
5238,N
176,N
2998,N
4539,N
5183,N
7676,N
5805,N
567,N
4544,N
6814,N
6189,N
8929,N
4239,N
3509,N
3910,N
693,N
5361,N
9112,N
3774,N
4584,N
6516,N
4993,N
5644,N
5424,N
1805,Y
6925,N
8698,N
1635,N
5227,N
2793,N
3498,N
6858,N
667,Y
6859,N
6356,N
7001,Y
3344,N
2737,N
8904,N
1741,N
7207,N
1553,N
1972,N
4713,N
1220,N
4530,N
1884,N
8790,N
5793,N
7467,N
4410,N
3026,N
2894,N
8793,N
3083,N
8795,N
7971,N
7210,N
3709,N
4424,N
3123,N
1486,N
7434,N
917,N
4972,N
3942,N
746,N
6540,N
9117,N
1428,N
8946,N
4379,N
963,N
3879,N
5468,N
8223,N
4055,N
4034,N
9088,N
8377,N
4586,N
8096,N
2389,N
8052,N
910,N
3189,N
3753,N
5067,N
492,N
6159,N
9072,N
9015,N
4762,N
3959,N
3168,N
5302,N
3903,N
4723,N
4769,N
2652,N
3726,N
3067,N
3805,N
6477,N
4895,Y
4405,N
4310,N
3557,N
4845,N
2612,N
7908,N
1945,N
1801,N
7620,N
689,N
5351,N
5091,N
3601,N
470,N
