,inducted
6822,N
3194,N
1959,N
8618,N
2001,N
3740,N
8447,N
5546,N
1718,N
1684,N
6458,N
6657,N
3682,N
7318,Y
5220,N
1493,N
531,N
5751,N
3910,N
8767,N
7019,N
533,N
6026,N
2733,N
6485,N
6202,N
5403,N
4001,N
2063,N
2946,N
58,N
5971,N
3331,N
3018,N
5223,N
3625,N
6187,N
4567,N
9121,Y
6772,Y
5666,N
807,N
722,N
1125,N
6046,N
756,N
374,N
1299,N
8936,N
5284,N
7555,N
2429,N
7836,N
6507,N
9157,N
7889,N
2398,N
4343,Y
2555,N
6556,N
4629,N
1501,N
8677,N
6213,N
5853,N
1853,N
674,N
281,N
5109,N
538,N
3502,N
8051,N
465,N
2666,N
6828,N
3724,N
5125,N
8031,N
5367,N
3693,N
6153,N
7861,N
1440,N
7919,N
7843,N
635,N
855,N
1812,N
3561,N
1726,N
2805,N
9019,N
4275,N
6235,N
6227,N
2881,N
1567,N
5629,N
6311,N
346,N
6242,N
8303,Y
7614,N
6432,N
8731,N
8802,N
7411,N
8501,N
6589,N
7966,N
2028,Y
8770,N
5064,N
949,N
5967,N
1521,N
3524,N
2902,N
3371,N
8304,N
7365,N
5124,Y
8962,N
6241,N
2262,N
4088,N
6672,N
3483,N
5166,N
4501,N
8566,N
4679,N
4934,N
9061,N
4299,N
569,N
3029,N
1439,N
9022,N
339,N
3248,N
6516,N
1176,N
6804,N
1177,N
3941,N
2258,N
6827,N
5898,N
5927,N
7869,N
4092,N
7727,N
9179,N
4260,N
4390,N
268,N
3876,N
4843,N
260,N
5756,N
5268,N
5043,N
5480,N
3077,N
3161,N
5889,N
4779,N
7505,N
6457,N
747,N
3628,N
230,N
8135,N
2417,N
1826,N
4285,Y
8017,N
4338,N
967,N
1333,N
7671,Y
1079,N
1391,N
1187,N
8579,Y
1250,N
2749,N
8696,N
42,N
3408,N
8266,N
9137,N
4709,N
7020,N
8299,N
5258,N
5994,N
6101,N
7376,N
2623,N
4331,N
1406,N
1103,N
4175,N
7391,N
4131,N
3925,N
226,N
5929,N
2319,N
6475,N
1434,N
3054,N
7707,N
5630,N
7021,N
4678,N
2495,N
493,N
3307,Y
4608,N
2589,Y
4585,N
3034,N
1681,N
2869,N
1473,N
8807,N
3862,N
3389,N
1989,N
7553,N
7720,N
5712,N
7439,N
5909,N
6081,N
4297,N
580,N
2380,N
4456,Y
4025,N
225,N
7307,N
4804,N
3830,N
8724,N
4427,N
4404,N
7371,N
695,N
4276,N
3384,N
5917,N
5628,N
5419,N
6699,N
6751,N
1005,N
5484,N
2797,N
3624,Y
701,N
929,N
1967,N
7675,N
6586,N
8765,N
5681,N
5170,N
2448,N
9036,N
6532,N
4208,N
6983,N
6440,N
3386,N
8456,N
2572,N
2021,N
3769,N
5123,N
8238,N
2832,N
5253,N
2240,N
1729,N
4083,N
1092,N
4143,N
386,N
382,N
4960,N
1069,N
8392,N
9172,N
357,N
7456,N
4859,N
1298,N
9135,N
8598,N
5968,N
4357,N
2465,N
6158,N
3322,N
2732,N
5869,N
1756,N
3587,N
4614,N
4523,N
6152,N
9194,N
8744,N
5241,N
4313,N
3940,N
2378,N
1411,N
1133,N
5895,N
5135,Y
4800,N
3820,N
6908,N
2440,N
9191,N
6469,N
6655,N
4491,N
7908,N
3670,N
887,N
8114,N
8607,N
1936,N
2674,N
2184,N
3171,N
4466,N
2612,N
4519,N
3274,N
5922,N
5327,N
2635,N
440,N
2118,N
4806,N
1836,N
609,N
7354,N
4613,N
8293,N
4576,N
4765,N
5745,N
2164,N
6267,N
3916,N
6448,N
2297,N
4374,N
2391,N
3911,N
1576,Y
9021,N
8384,N
4024,N
6844,N
4262,N
4029,N
2652,N
1456,N
5519,N
9136,N
7728,N
1451,N
4998,N
2634,N
5849,N
2066,Y
8368,N
3685,N
8263,N
4488,N
2018,N
5989,N
2581,N
4136,N
3618,N
5507,N
6113,N
3135,N
8032,N
884,N
2134,N
4444,N
7835,N
1345,N
6736,N
4872,N
6950,Y
4591,N
109,N
4264,N
820,N
1019,N
3860,N
3140,N
1572,Y
2701,N
4616,N
1370,N
4014,N
5579,N
4676,N
4879,N
8306,N
7974,N
4284,N
448,N
3216,N
8563,N
2929,N
8025,N
3558,N
2312,N
5062,N
8828,N
1040,N
678,N
6676,N
607,N
3974,N
2266,N
8265,N
520,N
8628,N
3233,N
8052,N
6835,N
2080,N
8156,N
1158,N
2502,N
6939,N
7747,N
7604,N
7480,N
5625,N
5127,N
2228,N
6437,N
5718,N
7485,N
452,N
6162,N
2899,N
5548,N
5460,N
5462,N
7666,N
4200,N
6584,N
8037,N
8117,N
5794,N
5669,N
3113,N
7633,N
6812,N
7875,N
9037,N
3539,N
2420,N
3344,N
2853,N
8550,N
5863,N
8078,N
6184,N
1595,N
8811,N
7901,N
3657,N
7885,N
4880,N
8294,N
1414,Y
892,N
7192,N
3040,N
6848,N
2163,N
6308,N
4744,N
6425,N
708,N
530,N
6829,N
769,N
9013,N
8271,N
6869,N
8196,N
7145,N
3410,N
7770,N
1545,N
6989,N
5040,N
7855,N
499,N
8588,N
1603,N
9127,N
2569,N
7540,N
7093,N
312,Y
6682,N
584,N
690,N
7246,N
6180,N
5286,N
5408,N
4862,N
8749,N
4355,N
81,N
2192,N
666,N
7953,N
8248,N
4061,N
5322,N
3079,N
264,N
8867,N
4638,N
6240,N
3879,N
718,N
6973,N
4568,N
8123,N
1725,N
496,N
2696,N
5631,N
7477,N
7580,N
5575,N
166,N
4631,N
2458,N
4783,N
5999,N
2981,N
4469,N
3937,N
5232,N
8091,N
360,N
4830,N
5219,N
8499,N
6468,N
3279,N
5516,N
1166,N
7548,N
2678,N
5687,N
335,N
2469,N
2136,N
8477,N
6455,N
6029,N
204,N
1046,N
3912,N
4874,N
164,N
2156,N
1239,N
3968,N
7733,N
6766,N
4961,N
2166,N
3528,N
324,N
828,N
3566,N
5207,N
4547,N
3760,N
4476,N
4601,N
7409,N
8083,N
4100,N
3114,N
5699,N
3380,N
7726,N
1776,N
7531,N
5724,N
7401,N
8380,N
5476,N
3794,N
6302,N
2384,N
6686,N
2377,N
7463,N
1307,N
5887,N
3848,Y
8533,N
676,N
5539,N
8738,Y
5083,N
565,N
3602,N
8476,N
6928,N
1750,N
363,N
670,N
5228,N
2394,N
7130,N
5536,N
966,N
5231,N
3168,N
789,N
4787,N
3591,N
7569,N
4484,N
234,N
2751,N
8285,N
4595,N
5024,N
2731,N
1094,N
2520,Y
2603,N
7967,N
1594,N
6397,N
8632,N
9001,N
7106,N
8120,N
212,Y
2970,N
5310,N
4084,N
4979,N
3053,N
3470,N
6111,N
7826,N
6033,N
2590,N
4267,N
171,N
5607,N
3966,N
5951,N
5795,N
5414,N
7059,N
529,N
3151,Y
9198,N
8874,N
8012,N
1320,Y
8099,N
7730,N
5585,N
3779,N
2049,N
101,N
3115,N
5142,N
7035,N
5725,N
5412,N
7014,N
3907,N
1058,N
3853,N
7753,N
8433,N
2580,N
8451,N
92,N
2801,N
5344,N
2073,N
6768,N
8116,N
8445,N
5229,N
5370,N
1675,Y
5809,N
3615,N
8997,N
2699,N
8224,N
9004,N
6255,N
5734,N
7071,Y
6406,N
4218,N
844,N
6431,N
6578,N
8072,N
6296,N
6324,N
7688,N
8626,N
7040,N
1477,N
8172,N
952,Y
5374,N
6576,N
7679,N
6356,N
7741,N
4198,N
8903,N
2413,N
3851,N
1502,N
5259,N
69,N
5587,N
7859,N
2130,N
6887,N
3138,N
795,N
8998,N
62,N
3773,N
74,N
8819,N
4611,N
1369,N
2525,N
8256,N
1499,N
3655,N
4656,N
5528,N
4221,N
4431,N
5556,N
2453,N
3361,N
4311,N
1216,N
6052,N
1505,N
9150,N
8364,N
5570,N
3363,N
2727,N
7800,N
7849,N
6230,N
8070,N
522,N
6860,N
5060,N
2449,N
5890,N
1940,N
5576,N
1706,N
893,N
5417,N
5960,N
3822,N
888,N
2165,N
5159,N
7285,N
3987,N
2508,N
5274,N
5440,N
4052,N
8889,N
4647,N
2625,N
3255,N
1641,Y
5980,N
4623,N
3796,N
8969,N
1455,N
804,N
9027,Y
1196,N
5774,N
6497,N
231,N
3913,N
8668,N
2599,N
1709,N
8469,N
5180,N
3127,N
612,N
5011,N
3440,N
6129,N
3132,N
8548,N
2409,N
4335,Y
211,N
6040,N
4939,N
8917,N
6170,N
7479,N
7608,N
2839,N
1028,N
3868,N
9166,N
5559,N
5702,N
6401,N
1460,N
2613,N
803,N
9202,N
8833,N
6353,N
8229,N
319,N
1840,N
9182,N
3844,N
1363,N
8109,N
946,N
8654,N
5773,N
4720,N
2350,N
8336,N
689,N
4022,Y
3863,N
6388,N
1598,N
927,N
7024,Y
6716,N
6891,N
6855,N
1130,N
5362,N
2846,N
7639,N
9009,N
7198,N
5761,N
1251,N
4051,Y
4496,N
7250,Y
4251,N
1784,N
6667,N
5336,Y
1843,N
1846,N
2280,N
4119,N
1848,N
8925,N
8287,N
6960,N
8381,N
8606,N
5948,N
654,N
4212,N
6512,N
4895,Y
5753,N
4941,N
5171,N
4997,N
7549,N
1540,N
2260,N
4289,N
7432,N
853,N
2890,N
6452,N
8732,N
1548,Y
7078,N
1266,N
6359,N
4527,N
8814,N
4741,N
145,N
1831,N
8712,N
7942,N
8583,N
8703,N
5736,N
8480,N
7216,N
2767,N
3013,N
2158,Y
3752,N
2744,N
7989,N
6282,N
1475,N
8105,N
4876,N
6843,N
7072,N
1129,N
6937,N
5426,N
3379,N
1359,N
7850,N
5722,N
7732,N
2972,N
3498,N
6522,N
5586,N
8697,N
8217,N
6614,N
8991,N
4881,N
4504,N
7667,N
6395,N
3734,N
173,N
1030,N
2259,N
3710,N
3422,N
6964,N
4139,N
1091,Y
8894,N
7023,N
6863,N
5783,N
317,N
8298,N
7998,N
3100,N
7161,N
2064,N
8774,N
8386,N
337,N
457,N
8952,N
2245,N
4869,N
2053,N
2466,N
398,N
1919,N
1354,N
8902,N
1508,N
3891,N
1664,N
5569,N
91,N
1090,N
8405,N
1109,N
8910,N
2505,N
1630,N
5924,N
6215,N
3459,N
7601,N
628,N
5845,N
7420,N
1296,N
4077,N
527,N
7500,N
6125,N
7929,N
4201,Y
4203,N
7977,N
3,N
6534,N
750,N
4505,N
8130,N
5387,N
1492,N
7229,N
2999,N
4147,N
871,N
6970,N
4319,N
4226,N
6543,N
7904,N
3720,N
6370,N
5329,N
6044,N
385,N
5020,N
1435,N
455,N
2545,N
4166,N
8637,N
5087,N
3005,N
6866,N
8399,N
5659,N
8913,N
1520,N
8643,N
1654,N
409,N
5222,N
3213,N
6127,N
6943,N
6710,Y
1715,N
4334,N
3475,N
1243,N
4040,N
8604,N
9143,N
1698,N
1328,N
3808,N
8734,N
7268,N
8980,N
6796,N
9160,N
6984,N
45,N
8036,N
5872,N
3746,N
790,N
7214,N
5071,N
4436,N
8043,N
3950,N
4148,N
6284,N
6447,N
4835,N
5493,N
7413,N
8307,N
3928,N
7731,N
5946,N
6922,N
7682,N
7790,N
4366,N
3390,N
2139,N
8561,N
6277,N
9190,N
6675,N
5033,N
2724,N
6517,N
1948,N
6577,N
3954,N
3181,N
54,N
329,N
742,N
2300,N
8737,N
7704,N
8404,N
3692,N
3173,N
5950,N
3579,N
5856,N
6336,N
2040,N
3522,N
904,N
3412,N
7361,N
3967,N
3935,N
186,N
3291,N
8994,N
468,N
7394,N
0,Y
3699,N
4151,N
7695,N
1778,N
7828,Y
2172,N
1284,N
7083,N
6434,N
7761,N
5368,N
5827,N
4682,N
7809,N
2636,Y
6137,N
3783,N
2171,N
4091,N
1552,N
3269,N
3458,N
5359,N
1024,N
3087,N
7165,N
8264,N
608,N
6592,N
6841,N
2892,N
7905,N
7405,N
8157,N
1950,N
843,N
1993,N
3283,N
7416,N
7114,N
7254,N
6035,N
6858,N
4844,N
8929,N
2663,N
2987,N
5608,N
1587,N
7940,N
157,N
4033,N
7253,N
5975,N
3305,N
4544,N
3886,N
3456,N
610,N
4095,N
7340,N
6100,N
2382,N
6558,N
162,N
6392,N
2461,N
8029,N
8619,N
1181,N
1859,N
5235,N
4502,N
4812,N
8438,N
8468,N
7238,N
812,N
1977,N
2204,N
3120,N
7606,N
4405,N
7558,N
7264,N
8547,N
5249,N
4183,N
4995,N
8126,N
1561,N
315,N
7862,N
6000,N
3278,N
6319,N
3294,N
5645,N
214,N
8782,N
6051,N
2831,N
4430,N
725,N
4413,Y
4367,N
3184,N
322,N
4789,N
9068,N
7930,N
3788,N
6572,N
188,N
2930,N
8491,N
5600,N
4699,N
3033,N
913,N
6239,N
5945,Y
8685,N
8450,N
1282,N
3464,N
4861,N
6684,N
4718,N
8345,N
7658,N
6176,N
6042,N
6291,N
3282,N
3095,N
7202,N
5846,N
920,N
2573,N
1844,N
4520,N
1421,N
7821,N
73,N
1395,N
8554,N
8168,N
5215,N
497,N
1093,N
7874,N
5312,N
7931,N
4349,N
7221,N
8761,N
5606,N
8981,N
3607,N
6466,N
1670,N
3983,N
8794,N
8028,N
8394,N
2799,N
672,N
4401,N
3964,N
1113,N
3927,N
7738,N
4384,N
6559,N
8490,N
7002,N
5545,N
3854,N
6412,N
3750,N
872,N
8630,N
9129,N
3451,N
2289,N
3131,N
3238,N
4950,N
4808,N
8312,N
2517,N
6947,N
7011,N
2601,N
3538,N
423,N
7332,N
8699,N
7323,N
7722,N
8956,N
2110,N
7140,N
2187,N
6902,N
6108,N
4967,N
7443,Y
5468,N
5198,N
6615,N
5437,N
6335,N
219,Y
761,N
5002,N
2560,N
3850,N
3645,N
7782,N
1534,N
4445,N
2488,N
3889,N
1012,N
4435,N
1407,N
4242,N
3658,N
1485,N
198,N
4908,N
8278,N
5959,N
8251,N
7845,N
3080,N
6743,N
8752,N
886,N
4336,N
4209,N
7266,N
3742,N
5490,Y
4021,N
2694,N
7969,N
2661,N
3004,N
5269,N
1815,N
1969,N
2425,N
7355,N
7236,N
976,N
6118,N
2206,N
1769,N
583,N
1194,N
6049,N
6617,N
2438,N
7868,N
6566,N
8411,N
7842,N
5672,N
3485,N
8789,N
2087,N
3919,N
3638,N
1519,N
4618,N
8337,N
9189,N
5995,N
5624,N
3038,N
6752,N
67,N
7187,N
5139,N
6237,N
3104,N
1612,N
3055,N
3024,N
6136,N
3703,N
2957,N
8990,N
5106,N
2713,N
8973,N
5094,N
2233,N
84,N
3952,N
6723,N
1872,N
1045,N
8153,N
808,N
7948,N
3984,N
8740,N
2769,N
3401,N
4019,N
8589,N
9038,N
6464,N
2035,N
1804,N
8184,N
6774,N
5766,N
133,N
4081,N
8389,N
7027,N
8412,N
8861,N
6849,N
3046,N
3192,N
3963,N
1650,N
5405,N
2692,N
2370,N
5246,N
3032,N
740,N
739,N
2251,N
3567,N
5965,N
6191,N
4661,N
8979,N
2610,N
43,N
6201,N
8212,N
3803,N
3527,N
78,N
9048,N
8978,N
510,N
7640,N
8758,N
8353,N
6140,N
2168,N
5578,N
7299,N
4767,N
7447,N
1347,N
4854,N
3975,N
7448,N
8475,N
7320,N
4481,N
1269,N
8436,N
8492,N
4831,N
4012,N
3241,N
7995,N
8441,N
1923,N
7886,N
6700,N
5188,N
8204,N
4773,N
8435,N
1342,N
7195,N
745,N
4462,N
508,N
5544,N
7803,N
2223,N
2022,N
2200,N
2948,Y
3696,N
190,N
7118,N
8983,N
6205,N
7134,N
3298,N
3989,N
7514,N
5411,N
5701,N
3465,N
5508,N
5037,N
1160,N
2783,N
4340,N
3894,N
6948,N
4589,N
7939,N
2361,N
4245,N
9,N
4017,N
1213,N
7735,N
4600,N
5323,N
6670,N
1410,N
8103,N
6161,N
5649,N
1730,N
9099,N
6103,N
8927,N
2318,N
6570,N
818,N
9118,N
364,N
6480,N
8995,N
1946,N
4882,N
7787,N
2167,N
2363,N
1153,N
765,N
6681,N
6789,N
5879,N
3959,N
3375,N
3352,N
3304,N
6704,N
6426,N
2478,N
546,N
5715,N
4465,N
131,N
2236,N
7510,N
5829,N
3500,N
4671,N
9209,N
5,N
5184,N
5793,N
5705,N
2551,N
6025,N
9196,N
540,N
8506,N
1928,N
5985,N
4959,N
1000,N
2004,N
8840,N
2884,N
5200,N
2662,N
1884,N
4606,N
3519,N
5778,N
6808,N
4156,N
6408,N
6403,N
427,N
7541,N
6777,N
2221,N
2426,N
4402,N
877,N
8530,N
5051,N
4727,N
4905,N
4086,N
6002,N
7647,N
2546,N
8108,N
524,Y
2597,N
5421,N
4603,N
8534,N
2854,N
8262,N
5398,N
3700,N
379,N
5787,N
9101,N
8556,N
7429,N
1467,N
5891,N
2367,N
2086,N
601,N
2079,N
6031,N
8195,N
1016,N
7049,N
9146,N
5317,N
1558,N
9210,N
895,N
2934,N
2143,N
1685,N
7943,N
512,N
2619,N
159,N
4,N
2316,N
1195,N
830,N
108,N
8388,N
2098,N
5302,N
1979,N
8233,N
6411,N
7208,N
9115,N
3559,N
713,N
4868,N
4972,N
2992,N
1887,N
729,N
2726,N
2006,N
502,N
3995,N
5413,N
7955,N
6674,N
4314,N
3514,N
1486,N
3780,N
3139,N
2903,N
4712,Y
139,N
8302,N
8587,N
407,N
4630,N
4028,N
686,N
2978,N
2576,N
2994,N
6036,N
8882,N
1283,N
3719,N
7135,N
9067,N
2598,N
6783,N
8301,N
7960,N
2618,N
8754,N
7341,N
5206,N
295,N
4383,N
1883,N
3461,N
5391,N
4910,N
8081,N
6489,N
3553,N
7349,N
5352,N
5319,N
5915,N
4977,N
5118,N
1155,N
1539,N
5300,Y
6932,N
2008,N
3407,N
2323,N
3679,N
7552,N
3598,Y
7641,N
3157,N
1880,N
82,N
7193,N
6561,N
3864,Y
7062,N
758,N
4485,N
7127,N
7537,N
3212,N
253,N
5505,N
881,N
7724,N
5355,Y
2720,N
8766,N
4120,N
7729,N
8018,N
7380,N
1659,N
8402,N
1468,N
5128,N
4668,N
7330,N
5483,N
8141,N
5449,N
1457,N
2649,N
8288,N
2493,N
4575,N
4450,N
484,N
6492,N
2939,N
2193,N
7321,N
5811,N
6199,N
8791,N
5157,N
5953,N
6874,N
152,N
8320,N
7900,N
5306,N
7528,N
4839,N
8094,N
5332,N
5884,N
7523,N
8755,N
4634,N
2814,N
4957,N
2349,N
4181,N
4756,N
800,N
3544,N
488,N
5833,N
2778,N
2725,N
4826,N
1360,N
7425,N
962,N
6316,N
6668,N
5149,N
1745,N
4728,N
630,N
4907,N
4851,N
6799,N
1644,N
3612,N
1427,N
6862,N
8481,N
885,N
494,N
3751,N
8071,N
8538,N
30,N
6719,N
1062,N
3979,N
1875,N
8090,N
6372,N
8426,N
8222,N
55,N
2739,N
2740,Y
8821,N
4902,N
570,N
7315,N
434,N
4310,N
3549,N
5096,N
3068,N
8869,N
6563,N
3533,N
7012,N
1073,N
2395,N
4811,N
4064,N
6449,N
439,N
3673,N
6106,N
2538,N
1389,N
7398,N
6930,N
1350,N
4534,N
7458,N
6478,N
515,N
6362,N
6741,N
498,N
1432,N
6467,N
973,N
9130,N
3799,N
5046,N
2401,N
859,N
1559,N
6833,N
6837,N
7627,N
2474,N
1497,N
8193,N
4574,N
9116,N
5838,N
1027,N
6487,N
2007,N
9171,N
1566,N
1568,N
3088,N
3481,N
1203,N
4834,N
953,N
4672,N
5641,N
1980,N
7433,N
151,N
550,N
7057,N
8137,N
404,N
6636,N
2641,N
2344,N
3058,N
5293,N
6307,N
7780,N
83,N
889,N
5010,N
70,N
8679,N
4351,N
7178,N
5230,N
3570,N
3321,N
5914,N
8733,N
5384,N
2103,N
7664,N
7501,N
2953,N
6007,N
1304,N
347,N
3086,N
634,N
921,N
3915,N
8959,N
5478,N
7518,N
4580,N
2905,N
2821,N
1422,N
926,N
2918,N
5342,N
1149,N
1033,N
6579,N
3039,N
5671,N
644,N
6223,N
1162,N
3090,N
4271,N
4116,N
4731,N
5574,N
2762,N
3323,N
2509,N
94,N
4680,N
5187,N
4990,N
4955,N
8540,N
5039,N
2357,N
4696,N
4097,N
4536,N
3359,N
7484,N
6272,N
6991,N
3396,N
4306,N
6864,N
848,N
5605,N
7034,N
5981,N
4722,N
7570,N
8220,N
3631,N
2968,N
7517,N
4984,N
1445,N
6471,N
7888,N
2341,N
6418,N
7950,N
4164,N
6477,N
7099,N
2060,N
8400,N
4962,N
2954,N
5947,N
7990,N
6729,N
6501,N
3288,N
567,N
3073,N
1904,N
2781,N
7314,N
8154,N
6511,N
6802,N
5667,N
3447,N
4133,N
3792,N
7660,N
4511,N
1896,N
3060,N
3051,N
3714,N
4458,N
6363,N
8992,N
6236,N
791,N
