,inducted
4006,N
1268,N
6778,N
1745,N
7862,N
7956,N
8708,N
4510,N
2507,N
8445,N
3096,N
3876,N
2197,N
6108,N
3263,N
1138,N
5865,N
2183,Y
4811,N
8992,N
707,N
9083,N
3939,N
7897,N
7325,N
4285,Y
3525,N
1593,N
9136,N
2838,N
5461,N
2379,N
9145,N
2066,Y
1727,N
4810,N
5945,Y
2203,Y
762,Y
3593,N
2106,N
1415,N
54,N
9029,N
6529,N
7992,N
3764,N
4724,N
1167,N
6196,N
2028,Y
3864,Y
4931,N
2241,N
5508,N
1078,N
287,Y
6428,N
3679,N
3542,N
5748,N
3545,N
1934,N
4880,N
4009,N
3099,N
952,Y
7204,Y
5333,N
5845,N
1340,N
4058,Y
3122,N
2117,N
574,Y
4112,N
712,N
7005,N
1787,N
7911,N
5403,N
1320,Y
2178,N
312,Y
2364,N
4326,N
7828,Y
6654,N
3264,Y
5355,Y
2199,Y
8577,N
4533,N
7491,N
2643,N
6689,N
5406,N
1630,N
8503,N
2031,N
2314,N
5313,N
667,Y
6710,Y
4353,N
1363,N
6513,N
4783,N
7883,N
4397,N
2551,N
8824,N
2041,N
1195,N
1809,N
6587,N
3277,N
485,N
3229,Y
7345,N
7538,N
8003,N
3307,Y
5718,N
6333,N
3067,N
3999,N
5100,N
1020,N
3694,N
4425,N
8184,N
5297,Y
864,N
2688,N
4752,N
1091,Y
6562,Y
3652,N
9141,N
2090,N
6027,N
4793,N
156,N
5117,N
6291,N
7443,Y
1276,Y
2859,N
4413,Y
5097,N
4166,N
1212,N
8759,N
6177,N
7777,N
2473,N
5898,N
783,N
2871,N
4350,Y
2971,N
6810,N
6100,N
6323,N
1765,N
1501,N
6732,N
895,N
7899,N
9049,N
1837,Y
4076,N
7869,N
3184,N
451,N
8303,Y
4515,N
2798,Y
1384,N
6717,N
8812,N
6724,N
3918,N
6387,N
1149,N
4367,N
4479,N
93,N
4028,N
3304,N
915,Y
5003,N
7311,N
2460,N
4143,N
6092,N
2389,N
6239,N
6803,N
8702,Y
4915,N
1224,N
3987,N
1576,Y
754,N
6319,N
1730,N
7703,N
1834,N
8362,Y
9121,Y
6156,N
4869,N
3650,Y
9113,N
8510,N
5884,N
8339,N
330,N
6294,Y
2949,Y
8946,N
8254,N
4462,N
7951,N
5239,Y
7318,Y
7511,N
798,N
8828,N
7974,N
3348,N
2520,Y
7683,N
1492,N
8327,N
8738,Y
344,N
524,Y
6898,N
2334,N
2298,N
7194,N
5427,N
2021,N
5896,N
7513,N
5031,N
3727,N
1274,Y
3598,Y
7140,N
7037,N
6933,N
3934,N
6788,N
5727,N
8235,N
6424,N
8581,N
4742,N
8937,Y
2591,N
3464,N
8004,N
4190,N
3358,Y
5330,N
7854,N
3389,N
3339,Y
8593,N
5882,N
7498,N
4132,N
1681,N
3965,N
1399,N
4690,N
1766,N
6952,Y
4084,N
2182,N
6762,N
670,N
3255,N
8730,Y
7723,Y
7068,N
8625,N
5289,N
4570,N
5695,Y
4768,N
2743,Y
1376,N
1641,Y
4412,N
3580,N
4599,N
1257,N
7944,N
2803,N
3481,N
5139,N
1309,N
8025,N
4713,N
2062,N
2461,N
2715,N
8300,N
2965,N
6251,Y
5582,N
8752,N
1414,Y
929,N
3492,N
9025,N
2663,N
3515,Y
8318,N
3779,N
7866,N
881,N
4,N
6232,N
4657,N
1557,N
3459,N
4456,Y
7934,N
1620,Y
2744,N
1338,N
5173,N
2740,Y
3037,N
2613,N
541,N
255,Y
4153,N
3878,N
34,N
3831,N
2018,N
6547,N
4612,Y
8885,N
3923,N
2517,N
5415,N
6880,N
3984,N
3498,N
1383,N
212,Y
3224,N
4650,N
3406,Y
8779,N
3973,N
1298,N
2504,N
7399,Y
2432,N
453,N
1390,N
7258,N
3474,N
7245,N
1807,N
4640,N
267,N
5933,Y
6895,N
540,N
8853,Y
209,N
9071,N
6861,Y
4391,N
1797,N
6685,N
7352,Y
2518,Y
2647,N
3136,N
8783,N
1181,N
8892,N
3279,N
4320,Y
6957,N
8978,N
4901,N
7926,N
4678,N
2488,N
