,inducted
3848,Y
1595,N
5882,N
7071,Y
1434,N
5218,N
621,N
1306,N
8930,N
3296,N
3165,Y
4094,N
0,Y
346,N
6485,N
8411,N
7051,N
1167,N
5536,N
4107,Y
361,Y
209,N
4144,N
632,N
8263,N
3477,N
4970,N
6997,N
3024,N
667,Y
8613,N
15,N
1177,N
6945,N
6021,N
2520,Y
2733,N
4732,N
6538,N
8138,N
1227,Y
9191,N
4325,N
422,N
2965,N
1881,N
3708,N
4712,Y
6562,Y
7483,N
7842,N
4413,Y
8147,N
7862,N
4022,Y
3518,N
8940,N
3767,N
4553,N
1414,Y
9005,Y
2490,N
2143,N
8611,N
6882,N
5947,N
5775,N
332,Y
7828,Y
2254,N
3229,Y
7018,N
8093,N
7058,Y
1849,N
3174,N
3731,N
3530,N
1482,N
431,N
5849,N
219,Y
8274,Y
2657,N
7543,N
9091,N
3764,N
2460,N
1246,N
2384,N
8332,N
9183,N
1054,N
295,N
454,N
2291,N
1992,N
3770,N
260,N
4666,Y
919,Y
5335,N
5117,N
7322,N
2051,N
968,N
758,N
3884,N
4943,N
5616,N
7833,N
2554,N
2226,N
8946,N
3923,N
5859,N
8915,N
384,N
6826,N
3596,N
2190,N
5992,N
4592,N
5336,Y
5275,N
5824,N
4265,N
8997,N
3511,N
8785,N
1860,N
8790,N
3264,Y
2997,N
1091,Y
8510,N
7718,N
5842,N
5361,N
7438,Y
8035,N
5540,N
6291,N
4880,N
735,N
3905,N
3729,N
3737,N
8673,N
7294,N
5177,N
8614,N
256,N
4076,N
5216,N
6545,N
5661,N
3515,Y
1239,N
9134,N
2505,N
6778,N
1821,N
100,N
1195,N
4174,N
5865,N
6463,N
6905,N
688,N
8809,N
956,N
3256,N
7318,Y
8853,Y
3284,N
1915,N
5209,N
8665,Y
6209,N
7987,N
6950,Y
903,N
2083,N
7731,N
6862,N
7177,N
2044,N
383,N
7969,N
5355,Y
7223,N
5709,N
783,N
1607,N
7256,N
2507,N
8824,N
3358,Y
366,Y
7443,Y
3864,Y
3324,N
7983,N
8390,N
7450,N
7173,N
8098,N
2688,N
653,N
6473,N
8587,N
4729,N
6299,N
7898,N
8032,N
2354,N
7994,N
6145,N
6303,N
6406,N
572,N
6586,N
8811,N
5819,N
823,N
2206,N
8293,N
6240,N
1710,N
5913,N
4051,Y
7819,N
4852,N
3972,N
9083,N
1874,N
7934,N
3552,N
1135,N
4568,N
4848,N
992,N
1065,N
9178,N
1526,N
4451,N
5953,N
4101,N
6302,N
2121,N
3048,N
4960,N
7520,N
7649,N
5175,N
76,N
4196,N
4028,N
8698,N
2771,N
4995,N
3085,N
5092,N
2046,N
