,inducted
2667,Y
5711,Y
1117,N
3598,Y
5129,Y
1983,N
594,N
2285,N
4060,N
3521,N
2334,N
1075,N
5348,N
7723,Y
8593,N
8083,N
1040,N
6054,N
712,N
639,N
1098,N
5496,N
2912,N
681,N
6010,N
5799,N
668,N
6895,N
9167,Y
3856,N
4335,Y
6990,N
1848,N
6488,N
4577,N
8132,N
7636,N
2948,Y
6453,N
37,N
1020,N
1048,N
1393,N
6564,N
2723,N
1193,N
2789,N
6251,Y
7001,Y
1454,N
7527,N
2092,N
2870,N
8664,N
2106,N
5330,N
4752,N
4768,N
1934,N
8017,N
3197,N
6513,N
2236,N
4144,N
4678,N
6500,N
4138,N
3950,N
916,N
198,N
5390,N
831,Y
1943,N
2042,N
1560,N
7554,N
1324,N
9087,N
3294,N
3354,N
4456,Y
2183,Y
9202,N
9027,Y
6864,N
8510,N
4065,N
7101,Y
5947,N
2046,N
5300,Y
2518,Y
5393,N
6015,N
4017,N
2592,N
8828,N
7800,N
7842,N
6308,N
696,N
6366,N
2735,N
2184,N
494,N
8809,N
8635,N
8425,Y
143,N
2449,N
1607,N
185,N
3307,Y
1414,Y
2158,Y
4263,N
1194,N
471,N
332,Y
5795,N
263,N
8930,N
3296,N
4966,N
92,N
7068,N
7445,N
6948,N
4439,N
2369,N
8588,N
8366,N
5576,N
7230,N
7071,Y
2780,N
8581,N
3311,N
179,N
5730,N
7959,Y
2090,N
7024,Y
8729,Y
8965,N
2112,N
132,N
454,N
3331,N
798,N
8908,N
